Date,Close/Last,Volume,Open,High,Low,InflationRate
2022-03-31,152.82,13364240,152.885,155.14,151.03,5.5
2022-04-01,146.99,19762140,151.94,152.87,142.5648,5.5
2022-04-04,153.81,12143570,147.74,154.13,146.66,5.5
2022-04-05,145.46,15946150,151.81,152.01,145.27,5.5
2022-04-06,139.28,21054220,142.9,143.0,137.46,5.5
2022-04-07,139.22,10201210,139.79,141.49,136.92,5.5
2022-04-08,136.69,12992460,138.54,139.96,136.36,5.5
2022-04-11,135.36,11210360,134.292,137.61,133.69,5.5
2022-04-12,136.09,10591330,137.92,140.16,135.5,5.5
2022-04-13,140.5,10440840,137.54,142.59,136.48,5.5
2022-04-14,136.91,8002591,141.05,141.56,136.68,5.5
