Date,Close/Last,Volume,Open,High,Low,Revenue,Cost of revenue,Gross Profit,Operating Expenses,Operating Income (Loss),Non-Operating Income (Loss),Pretax Income (Loss),"Income Tax (Expense) Benefit, net",Income (Loss) Including Minority Interest,Minority Interest,Net Income Available to Common Shareholders
2019-11-14,90.48,8794397,90.31,90.58,89.43,7329.304347826087,-2115.913043478261,5213.391304347826,-2104.521739130435,3108.8695652173915,55.34782608695653,3164.217391304348,-1801.0,1363.2173913043478,0.0,1363.2173913043478
2019-11-15,90.81,25491090,92.6,93.94,90.5801,7276.902173913044,-2115.9565217391305,5160.945652173913,-2102.2608695652175,3058.684782608696,52.42391304347828,3111.108695652174,-1765.75,1345.358695652174,0.0,1345.358695652174
2019-11-18,90.48,10367010,90.81,91.975,89.28,7119.695652173913,-2116.086956521739,5003.608695652174,-2095.478260869565,2908.130434782609,43.6521739130435,2951.782608695652,-1660.0,1291.782608695652,0.0,1291.782608695652
2019-11-19,87.96,18096640,91.25,91.39,86.68,7067.29347826087,-2116.1304347826085,4951.16304347826,-2093.217391304348,2857.945652173913,40.72826086956522,2898.673913043478,-1624.75,1273.9239130434783,0.0,1273.9239130434783
2019-11-20,85.62,13050440,87.82,88.36,85.31,7014.891304347826,-2116.1739130434785,4898.717391304348,-2090.9565217391305,2807.7608695652175,37.80434782608697,2845.5652173913045,-1589.5,1256.0652173913043,0.0,1256.0652173913043
2019-11-21,85.11,10180380,84.79,86.3,84.55,6962.489130434782,-2116.217391304348,4846.271739130434,-2088.695652173913,2757.576086956522,34.88043478260869,2792.4565217391305,-1554.25,1238.2065217391305,0.0,1238.2065217391305
2019-11-22,84.89,6166677,85.29,85.82,84.53,6910.086956521739,-2116.2608695652175,4793.826086956522,-2086.4347826086955,2707.3913043478265,31.956521739130437,2739.3478260869565,-1519.0,1220.3478260869565,0.0,1220.3478260869565
2019-11-25,85.29,8967364,85.76,86.29,85.08,6752.880434782609,-2116.391304347826,4636.489130434782,-2079.6521739130435,2556.8369565217395,23.184782608695656,2580.0217391304345,-1413.25,1166.7717391304348,0.0,1166.7717391304348
2019-11-26,84.63,11587630,85.25,85.545,84.14,6700.478260869566,-2116.4347826086955,4584.04347826087,-2077.391304347826,2506.6521739130435,20.260869565217405,2526.913043478261,-1378.0,1148.9130434782608,0.0,1148.9130434782608
2019-11-27,84.8,5217649,85.16,85.31,84.4713,6648.076086956522,-2116.478260869565,4531.597826086956,-2075.1304347826085,2456.467391304348,17.336956521739125,2473.804347826087,-1342.75,1131.054347826087,0.0,1131.054347826087
2019-11-29,83.55,3882382,84.51,85.1,83.42,6543.271739130435,-2116.5652173913045,4426.70652173913,-2070.608695652174,2356.0978260869565,11.489130434782624,2367.586956521739,-1272.25,1095.336956521739,0.0,1095.336956521739
2019-12-02,82.45,7677407,83.98,84.29,82.31,6386.065217391304,-2116.695652173913,4269.369565217391,-2063.826086956522,2205.54347826087,2.717391304347842,2208.2608695652175,-1166.5,1041.7608695652173,0.0,1041.7608695652173
2019-12-03,80.58,11241840,81.38,81.39,79.81,6333.663043478261,-2116.7391304347825,4216.923913043478,-2061.5652173913045,2155.358695652174,-0.20652173913043725,2155.1521739130435,-1131.25,1023.9021739130435,0.0,1023.9021739130435
2019-12-04,82.08,8478868,80.92,82.44,80.45,6281.260869565218,-2116.782608695652,4164.478260869565,-2059.304347826087,2105.1739130434785,-3.1304347826086882,2102.0434782608695,-1096.0,1006.0434782608695,0.0,1006.0434782608695
2019-12-05,82.585,6362029,82.65,83.4409,81.78,6228.858695652174,-2116.8260869565215,4112.032608695652,-2057.0434782608695,2054.989130434783,-6.054347826086939,2048.9347826086955,-1060.75,988.1847826086955,0.0,988.1847826086955
2019-12-06,83.82,6861714,83.45,84.25,83.42,6176.45652173913,-2116.8695652173915,4059.586956521739,-2054.782608695652,2004.804347826087,-8.978260869565219,1995.8260869565215,-1025.5,970.3260869565217,0.0,970.3260869565217
2019-12-09,84.92,8464304,84.0,85.3,83.8401,6019.25,-2117.0,3902.25,-2048.0,1854.2500000000005,-17.75,1836.5,-919.75,916.75,0.0,916.75
2019-12-10,84.115,8085329,85.04,85.33,83.69,5966.847826086956,-2117.0434782608695,3849.8043478260865,-2045.7391304347825,1804.0652173913045,-20.67391304347825,1783.391304347826,-884.5,898.891304347826,0.0,898.891304347826
2019-12-11,86.99,9577072,84.84,87.1,84.76,5914.445652173913,-2117.086956521739,3797.3586956521735,-2043.4782608695652,1753.880434782609,-23.597826086956502,1730.282608695652,-849.25,881.032608695652,0.0,881.032608695652
2019-12-12,89.05,12174230,86.84,89.229,86.37,5862.04347826087,-2117.1304347826085,3744.9130434782605,-2041.2173913043478,1703.6956521739135,-26.52173913043478,1677.173913043478,-814.0,863.1739130434783,0.0,863.1739130434783
2019-12-13,87.83,12270500,88.91,89.7,87.564,5809.641304347826,-2117.1739130434785,3692.4673913043475,-2038.9565217391305,1653.5108695652175,-29.445652173913032,1624.0652173913045,-778.75,845.3152173913043,0.0,845.3152173913043
2019-12-16,88.43,8719995,89.28,90.46,88.35,5652.434782608696,-2117.304347826087,3535.1304347826085,-2032.1739130434783,1502.9565217391305,-38.217391304347814,1464.7391304347825,-673.0,791.7391304347825,0.0,791.7391304347825
2019-12-17,88.32,7487131,89.0,89.04,87.68,5600.032608695652,-2117.3478260869565,3482.6847826086955,-2029.913043478261,1452.771739130435,-41.141304347826065,1411.6304347826085,-637.75,773.8804347826085,0.0,773.8804347826085
2019-12-18,87.98,5869644,88.54,88.65,87.59,5547.630434782609,-2117.391304347826,3430.2391304347825,-2027.6521739130435,1402.5869565217395,-44.065217391304344,1358.521739130435,-602.5,756.0217391304348,0.0,756.0217391304348
2019-12-19,88.49,7802786,88.36,88.701,87.62,5495.228260869565,-2117.4347826086955,3377.793478260869,-2025.391304347826,1352.402173913044,-46.989130434782595,1305.413043478261,-567.25,738.1630434782608,0.0,738.1630434782608
2019-12-20,88.85,17593140,88.82,89.85,88.18,5442.826086956522,-2117.478260869565,3325.347826086956,-2023.1304347826087,1302.217391304348,-49.913043478260875,1252.304347826087,-532.0,720.304347826087,0.0,720.304347826087
2019-12-23,88.45,7277068,89.01,89.33,88.245,5285.619565217391,-2117.608695652174,3168.010869565217,-2016.3478260869565,1151.663043478261,-58.684782608695656,1092.978260869565,-426.25,666.7282608695652,0.0,666.7282608695652
2019-12-24,88.77,2435244,88.62,88.81,87.98,5233.217391304348,-2117.6521739130435,3115.565217391304,-2014.0869565217392,1101.478260869566,-61.60869565217391,1039.869565217391,-391.0,648.8695652173913,0.0,648.8695652173913
2019-12-26,88.4,5072875,88.92,88.96,87.9965,5128.413043478261,-2117.7391304347825,3010.673913043478,-2009.5652173913045,1001.108695652174,-67.45652173913044,933.652173913043,-320.5,613.1521739130435,0.0,613.1521739130435
2019-12-27,88.8,5809692,88.9,88.95,88.09,5076.010869565218,-2117.782608695652,2958.228260869565,-2007.304347826087,950.9239130434789,-70.38043478260869,880.543478260869,-285.25,595.2934782608695,0.0,595.2934782608695
2019-12-30,88.43,6545516,88.71,88.78,87.31,4918.804347826087,-2117.913043478261,2800.891304347826,-2000.5217391304348,800.3695652173919,-79.15217391304344,721.217391304348,-179.5,541.7173913043478,0.0,541.7173913043478
2019-12-31,88.23,5173531,87.99,88.77,87.88,4866.402173913044,-2117.9565217391305,2748.445652173913,-1998.2608695652175,750.184782608696,-82.07608695652175,668.108695652174,-144.25,523.8586956521738,0.0,523.8586956521738
2020-01-02,88.69,8416991,89.05,89.81,88.08,4816.89010989011,-2117.945054945055,2698.945054945055,-1995.3186813186812,703.6263736263736,-84.97802197802197,618.6483516483516,-108.04395604395604,510.6043956043956,0.0,510.6043956043956
2020-01-03,87.02,8340945,87.26,87.64,86.44,4819.780219780219,-2117.8901098901097,2701.8901098901097,-1994.6373626373627,707.2527472527472,-84.95604395604396,622.2967032967033,-107.08791208791209,515.2087912087912,0.0,515.2087912087912
2020-01-06,86.51,8383247,85.91,86.55,85.54,4828.450549450549,-2117.7252747252746,2710.7252747252746,-1992.5934065934066,718.1318681318681,-84.89010989010988,633.2417582417582,-104.21978021978022,529.021978021978,0.0,529.021978021978
2020-01-07,88.97,8477788,87.04,89.49,86.91,4831.340659340659,-2117.6703296703295,2713.6703296703295,-1991.9120879120878,721.7582417582418,-84.86813186813187,636.8901098901099,-103.26373626373626,533.6263736263736,0.0,533.6263736263736
2020-01-08,88.71,7621947,88.9,89.47,87.92,4834.2307692307695,-2117.6153846153848,2716.6153846153848,-1991.2307692307693,725.3846153846154,-84.84615384615384,640.5384615384615,-102.3076923076923,538.2307692307693,0.0,538.2307692307693
2020-01-09,89.91,9182018,89.66,90.72,88.83,4837.120879120879,-2117.5604395604396,2719.5604395604396,-1990.5494505494505,729.010989010989,-84.82417582417582,644.1868131868132,-101.35164835164835,542.8351648351648,0.0,542.8351648351648
2020-01-10,90.26,9670161,90.51,92.39,89.87,4840.010989010989,-2117.5054945054944,2722.5054945054944,-1989.868131868132,732.6373626373627,-84.8021978021978,647.8351648351648,-100.3956043956044,547.4395604395604,0.0,547.4395604395604
2020-01-13,90.97,10372100,91.05,92.73,90.5485,4848.681318681319,-2117.3406593406594,2731.3406593406594,-1987.8241758241759,743.5164835164835,-84.73626373626374,658.7802197802198,-97.52747252747253,561.2527472527472,0.0,561.2527472527472
2020-01-14,90.56,7801839,91.13,91.61,90.29,4851.571428571428,-2117.285714285714,2734.285714285714,-1987.142857142857,747.1428571428571,-84.71428571428571,662.4285714285714,-96.57142857142857,565.8571428571429,0.0,565.8571428571429
2020-01-15,89.67,7259093,90.75,91.18,89.25,4854.461538461538,-2117.230769230769,2737.230769230769,-1986.4615384615386,750.7692307692307,-84.6923076923077,666.0769230769231,-95.61538461538461,570.4615384615385,0.0,570.4615384615385
2020-01-16,91.79,9295519,90.22,92.229,89.82,4857.351648351649,-2117.1758241758243,2740.1758241758243,-1985.7802197802198,754.3956043956044,-84.67032967032966,669.7252747252747,-94.65934065934066,575.065934065934,0.0,575.065934065934
2020-01-17,95.91,23694370,93.0,96.17,92.95,4860.241758241758,-2117.120879120879,2743.120879120879,-1985.098901098901,758.021978021978,-84.64835164835165,673.3736263736264,-93.7032967032967,579.6703296703297,0.0,579.6703296703297
2020-01-21,94.54,10868540,95.33,95.7199,93.4229,4871.802197802198,-2116.901098901099,2754.901098901099,-1982.3736263736264,772.5274725274726,-84.56043956043956,687.967032967033,-89.87912087912088,598.0879120879121,0.0,598.0879120879121
2020-01-22,92.97,8342302,95.26,95.39,92.71,4874.692307692308,-2116.846153846154,2757.846153846154,-1981.6923076923076,776.1538461538462,-84.53846153846153,691.6153846153846,-88.92307692307692,602.6923076923076,0.0,602.6923076923076
2020-01-23,92.0,11282020,92.85,92.95,91.46,4877.582417582417,-2116.7912087912086,2760.7912087912086,-1981.010989010989,779.7802197802198,-84.51648351648352,695.2637362637363,-87.96703296703296,607.2967032967033,0.0,607.2967032967033
2020-01-24,89.65,9471659,92.68,93.25,88.83,4880.472527472528,-2116.736263736264,2763.736263736264,-1980.3296703296703,783.4065934065934,-84.49450549450549,698.9120879120879,-87.01098901098901,611.9010989010989,0.0,611.9010989010989
2020-01-27,87.05,9240203,87.304,88.22,86.45,4889.142857142857,-2116.5714285714284,2772.5714285714284,-1978.2857142857142,794.2857142857143,-84.42857142857143,709.8571428571429,-84.14285714285714,625.7142857142857,0.0,625.7142857142857
2020-01-28,89.15,9186993,88.15,89.54,87.3861,4892.0329670329675,-2116.5164835164837,2775.5164835164837,-1977.6043956043957,797.9120879120879,-84.4065934065934,713.5054945054945,-83.18681318681318,630.3186813186813,0.0,630.3186813186813
2020-01-29,88.23,8167966,88.66,89.02,87.35,4894.923076923077,-2116.4615384615386,2778.4615384615386,-1976.923076923077,801.5384615384615,-84.38461538461539,717.1538461538462,-82.23076923076923,634.9230769230769,0.0,634.9230769230769
2020-01-30,87.78,8379356,87.31,87.86,86.19,4897.813186813187,-2116.4065934065934,2781.4065934065934,-1976.2417582417581,805.1648351648352,-84.36263736263736,720.8021978021978,-81.27472527472527,639.5274725274726,0.0,639.5274725274726
2020-01-31,85.31,9503569,87.05,87.1677,85.04,4900.7032967032965,-2116.3516483516482,2784.3516483516482,-1975.5604395604396,808.7912087912088,-84.34065934065934,724.4505494505495,-80.31868131868131,644.1318681318681,0.0,644.1318681318681
2020-02-03,86.48,7794550,85.55,86.58,85.16,4909.373626373626,-2116.186813186813,2793.186813186813,-1973.5164835164835,819.6703296703297,-84.27472527472527,735.3956043956044,-77.45054945054945,657.945054945055,0.0,657.945054945055
2020-02-04,88.93,9236376,88.25,88.95,87.37,4912.263736263736,-2116.131868131868,2796.131868131868,-1972.8351648351647,823.2967032967033,-84.25274725274726,739.0439560439561,-76.49450549450549,662.5494505494505,0.0,662.5494505494505
2020-02-05,90.91,14220870,90.99,91.14,89.27,4915.153846153846,-2116.076923076923,2799.076923076923,-1972.1538461538462,826.9230769230769,-84.23076923076923,742.6923076923077,-75.53846153846155,667.1538461538462,0.0,667.1538461538462
2020-02-06,90.61,21059030,88.06,90.775,86.19,4918.043956043956,-2116.021978021978,2802.021978021978,-1971.4725274725274,830.5494505494505,-84.20879120879121,746.3406593406594,-74.58241758241758,671.7582417582418,0.0,671.7582417582418
2020-02-07,87.42,10725090,89.62,90.03,87.38,4920.934065934066,-2115.967032967033,2804.967032967033,-1970.7912087912089,834.1758241758241,-84.18681318681318,749.9890109890109,-73.62637362637363,676.3626373626373,0.0,676.3626373626373
2020-02-10,88.6,7481257,86.78,88.635,86.5,4929.604395604396,-2115.802197802198,2813.802197802198,-1968.7472527472528,845.054945054945,-84.12087912087912,760.934065934066,-70.75824175824175,690.1758241758241,0.0,690.1758241758241
2020-02-11,90.0,9452795,89.37,91.47,88.9,4932.494505494506,-2115.747252747253,2816.747252747253,-1968.065934065934,848.6813186813187,-84.0989010989011,764.5824175824175,-69.80219780219781,694.7802197802198,0.0,694.7802197802198
2020-02-12,91.72,9824153,91.65,92.44,91.29,4935.384615384615,-2115.6923076923076,2819.6923076923076,-1967.3846153846155,852.3076923076924,-84.07692307692308,768.2307692307693,-68.84615384615384,699.3846153846154,0.0,699.3846153846154
2020-02-13,90.03,8428261,91.03,91.3799,89.7772,4938.274725274725,-2115.6373626373625,2822.6373626373625,-1966.7032967032967,855.934065934066,-84.05494505494505,771.8791208791208,-67.8901098901099,703.9890109890109,0.0,703.9890109890109
2020-02-14,89.6,6256463,90.55,90.8,88.79,4941.1648351648355,-2115.5824175824177,2825.5824175824177,-1966.021978021978,859.5604395604396,-84.03296703296704,775.5274725274726,-66.93406593406593,708.5934065934066,0.0,708.5934065934066
2020-02-18,88.03,7251738,87.83,89.0,87.525,4952.725274725275,-2115.3626373626375,2837.3626373626375,-1963.2967032967033,874.065934065934,-83.94505494505495,790.1208791208792,-63.10989010989011,727.010989010989,0.0,727.010989010989
2020-02-19,90.56,7820938,88.92,90.62,88.65,4955.615384615385,-2115.3076923076924,2840.3076923076924,-1962.6153846153845,877.6923076923076,-83.92307692307692,793.7692307692307,-62.15384615384615,731.6153846153845,0.0,731.6153846153845
2020-02-20,89.47,9754899,90.81,91.88,88.68,4958.505494505494,-2115.252747252747,2843.252747252747,-1961.934065934066,881.3186813186813,-83.9010989010989,797.4175824175825,-61.1978021978022,736.2197802197802,0.0,736.2197802197802
2020-02-21,87.03,12260940,88.56,89.03,86.33,4961.395604395604,-2115.197802197802,2846.197802197802,-1961.2527472527472,884.945054945055,-83.87912087912088,801.065934065934,-60.24175824175824,740.8241758241758,0.0,740.8241758241758
2020-02-24,83.32,12158500,83.9,84.83,82.71,4970.065934065934,-2115.032967032967,2855.032967032967,-1959.2087912087911,895.8241758241759,-83.81318681318682,812.010989010989,-57.37362637362637,754.6373626373627,0.0,754.6373626373627
2020-02-25,80.22,14724970,83.94,84.4,79.64,4972.956043956044,-2114.978021978022,2857.978021978022,-1958.5274725274726,899.4505494505495,-83.79120879120879,815.6593406593406,-56.417582417582416,759.2417582417582,0.0,759.2417582417582
2020-02-26,79.66,13137750,81.0,82.03,79.09,4975.846153846154,-2114.923076923077,2860.923076923077,-1957.8461538461538,903.0769230769231,-83.76923076923077,819.3076923076923,-55.46153846153846,763.8461538461538,0.0,763.8461538461538
2020-02-27,75.94,17898300,77.13,78.19,75.33,4978.736263736264,-2114.868131868132,2863.868131868132,-1957.1648351648353,906.7032967032967,-83.74725274725274,822.9560439560439,-54.505494505494504,768.4505494505495,0.0,768.4505494505495
2020-02-28,78.3,20905480,73.76,79.81,73.34,4981.626373626374,-2114.813186813187,2866.813186813187,-1956.4835164835165,910.3296703296703,-83.72527472527473,826.6043956043956,-53.54945054945055,773.054945054945,0.0,773.054945054945
2020-03-02,80.56,15043360,79.015,80.71,77.13,4990.2967032967035,-2114.6483516483518,2875.6483516483518,-1954.4395604395604,921.2087912087912,-83.65934065934066,837.5494505494505,-50.68131868131868,786.8681318681319,0.0,786.8681318681319
2020-03-03,78.56,16356240,80.82,82.65,77.83,4993.186813186813,-2114.5934065934066,2878.5934065934066,-1953.7582417582419,924.8351648351648,-83.63736263736264,841.1978021978022,-49.72527472527472,791.4725274725274,0.0,791.4725274725274
2020-03-04,81.8,9894894,79.12,81.91,78.05,4996.076923076923,-2114.5384615384614,2881.5384615384614,-1953.076923076923,928.4615384615385,-83.61538461538461,844.8461538461538,-48.76923076923077,796.0769230769231,0.0,796.0769230769231
2020-03-05,79.17,9396192,79.46,81.37,78.7,4998.9670329670325,-2114.4835164835163,2884.4835164835167,-1952.3956043956043,932.0879120879121,-83.5934065934066,848.4945054945055,-47.81318681318681,800.6813186813187,0.0,800.6813186813187
2020-03-06,77.47,11536520,76.33,78.08,75.83,5001.857142857143,-2114.4285714285716,2887.4285714285716,-1951.7142857142858,935.7142857142858,-83.57142857142857,852.1428571428571,-46.857142857142854,805.2857142857142,0.0,805.2857142857142
2020-03-09,72.64,13898510,72.4,76.1,71.83,5010.527472527472,-2114.263736263736,2896.263736263736,-1949.6703296703297,946.5934065934066,-83.50549450549451,863.0879120879121,-43.98901098901099,819.098901098901,0.0,819.098901098901
2020-03-10,78.89,13615620,74.8,79.04,74.16,5013.417582417583,-2114.2087912087914,2899.2087912087914,-1948.989010989011,950.2197802197802,-83.48351648351648,866.7362637362637,-43.032967032967036,823.7032967032967,0.0,823.7032967032967
2020-03-11,74.62,13385130,76.29,77.79,73.72,5016.307692307692,-2114.153846153846,2902.153846153846,-1948.3076923076924,953.8461538461538,-83.46153846153847,870.3846153846154,-42.07692307692308,828.3076923076923,0.0,828.3076923076923
2020-03-12,67.02,19386250,69.52,72.53,67.0,5019.197802197802,-2114.098901098901,2905.098901098901,-1947.6263736263736,957.4725274725274,-83.43956043956044,874.032967032967,-41.120879120879124,832.9120879120878,0.0,832.9120879120878
2020-03-13,75.81,15971420,71.18,76.67,67.26,5022.087912087912,-2114.043956043956,2908.043956043956,-1946.9450549450548,961.098901098901,-83.41758241758242,877.6813186813187,-40.16483516483517,837.5164835164835,0.0,837.5164835164835
2020-03-16,64.48,16134660,68.28,71.17,64.46,5030.758241758242,-2113.879120879121,2916.879120879121,-1944.901098901099,971.978021978022,-83.35164835164835,888.6263736263736,-37.2967032967033,851.3296703296703,0.0,851.3296703296703
2020-03-17,68.86,16864540,65.91,69.81,62.2,5033.648351648351,-2113.8241758241757,2919.8241758241757,-1944.2197802197802,975.6043956043957,-83.32967032967034,892.2747252747253,-36.34065934065934,855.934065934066,0.0,855.934065934066
2020-03-18,61.19,18381230,63.56,65.56,58.0,5036.538461538462,-2113.769230769231,2922.769230769231,-1943.5384615384614,979.2307692307693,-83.3076923076923,895.9230769230769,-35.38461538461539,860.5384615384614,0.0,860.5384615384614
2020-03-19,65.0,17127380,61.12,67.55,59.04,5039.428571428572,-2113.714285714286,2925.714285714286,-1942.857142857143,982.8571428571429,-83.28571428571429,899.5714285714286,-34.42857142857143,865.1428571428571,0.0,865.1428571428571
2020-03-20,60.91,16591460,65.03,67.98,60.79,5042.318681318681,-2113.6593406593406,2928.6593406593406,-1942.1758241758241,986.4835164835165,-83.26373626373626,903.2197802197802,-33.472527472527474,869.7472527472528,0.0,869.7472527472528
2020-03-23,62.53,14920270,61.55,64.86,59.11,5050.989010989011,-2113.4945054945056,2937.4945054945056,-1940.131868131868,997.3626373626373,-83.1978021978022,914.1648351648352,-30.604395604395606,883.5604395604396,0.0,883.5604395604396
2020-03-24,65.46,18966800,66.0,67.62,62.19,5053.879120879121,-2113.4395604395604,2940.4395604395604,-1939.4505494505495,1000.9890109890109,-83.17582417582418,917.8131868131868,-29.64835164835165,888.1648351648352,0.0,888.1648351648352
2020-03-25,63.08,15969790,65.9,66.96,62.46,5056.7692307692305,-2113.3846153846152,2943.3846153846152,-1938.7692307692307,1004.6153846153846,-83.15384615384616,921.4615384615385,-28.692307692307693,892.7692307692307,0.0,892.7692307692307
2020-03-26,68.98,15837900,64.0,69.655,63.25,5059.659340659341,-2113.3296703296705,2946.3296703296705,-1938.0879120879122,1008.2417582417582,-83.13186813186813,925.1098901098901,-27.736263736263737,897.3736263736264,0.0,897.3736263736264
2020-03-27,66.59,9739098,66.5,69.12,65.93,5062.549450549451,-2113.2747252747254,2949.2747252747254,-1937.4065934065934,1011.8681318681319,-83.10989010989012,928.7582417582418,-26.78021978021978,901.978021978022,0.0,901.978021978022
2020-03-30,69.03,9880831,67.19,69.5,66.06,5071.219780219781,-2113.1098901098903,2958.1098901098903,-1935.3626373626373,1022.7472527472528,-83.04395604395604,939.7032967032967,-23.912087912087912,915.7912087912088,0.0,915.7912087912088
2020-03-31,67.65,13216270,69.3,70.36,66.66,5074.10989010989,-2113.054945054945,2961.054945054945,-1934.6813186813188,1026.3736263736264,-83.02197802197801,943.3516483516484,-22.956043956043956,920.3956043956043,0.0,920.3956043956043
2020-04-01,65.9,14167920,65.0,68.7,65.0,5077.0,-2113.0,2964.0,-1934.0,1030.0,-83.0,947.0,-22.0,925.0,0.0,925.0
2020-04-02,68.02,15432870,65.87,68.26,65.31,5078.527472527472,-2115.021978021978,2963.5054945054944,-1933.934065934066,1029.5714285714287,-86.4065934065934,943.1648351648352,-23.186813186813186,919.978021978022,0.0,919.978021978022
2020-04-03,65.23,8600729,67.68,68.69,64.55,5080.054945054945,-2117.043956043956,2963.010989010989,-1933.868131868132,1029.142857142857,-89.81318681318682,939.3296703296703,-24.373626373626372,914.9560439560439,0.0,914.9560439560439
2020-04-06,70.95,12153090,68.5,71.37,67.65,5084.6373626373625,-2123.1098901098903,2961.5274725274726,-1933.6703296703297,1027.857142857143,-100.03296703296704,927.8241758241759,-27.934065934065934,899.8901098901099,0.0,899.8901098901099
2020-04-07,72.73,11285560,73.66,74.9,70.86,5086.1648351648355,-2125.131868131868,2961.032967032967,-1933.6043956043957,1027.4285714285713,-103.43956043956044,923.989010989011,-29.12087912087912,894.8681318681319,0.0,894.8681318681319
2020-04-08,73.33,10695610,73.7,74.375,72.42,5087.692307692308,-2127.153846153846,2960.5384615384614,-1933.5384615384614,1027.0,-106.84615384615384,920.1538461538462,-30.307692307692307,889.8461538461538,0.0,889.8461538461538
2020-04-09,71.58,15465070,74.62,74.84,70.0,5089.219780219781,-2129.1758241758243,2960.043956043956,-1933.4725274725274,1026.5714285714287,-110.25274725274726,916.3186813186813,-31.494505494505496,884.8241758241759,0.0,884.8241758241759
2020-04-13,73.3,7896541,71.71,73.51,71.44,5095.32967032967,-2137.263736263736,2958.065934065934,-1933.2087912087911,1024.857142857143,-123.87912087912088,900.978021978022,-36.24175824175824,864.7362637362637,0.0,864.7362637362637
2020-04-14,77.55,11314130,75.0,77.665,74.975,5096.857142857143,-2139.285714285714,2957.5714285714284,-1933.142857142857,1024.4285714285713,-127.28571428571428,897.1428571428571,-37.42857142857143,859.7142857142858,0.0,859.7142857142858
2020-04-15,75.99,9951706,75.864,76.34,74.03,5098.384615384615,-2141.3076923076924,2957.076923076923,-1933.076923076923,1024.0,-130.69230769230768,893.3076923076923,-38.61538461538461,854.6923076923077,0.0,854.6923076923077
2020-04-16,76.85,8819658,76.86,77.69,75.38,5099.912087912088,-2143.3296703296705,2956.5824175824177,-1933.010989010989,1023.5714285714286,-134.09890109890108,889.4725274725274,-39.8021978021978,849.6703296703297,0.0,849.6703296703297
2020-04-17,76.17,9925952,77.32,78.25,75.48,5101.43956043956,-2145.3516483516482,2956.087912087912,-1932.9450549450548,1023.1428571428571,-137.5054945054945,885.6373626373627,-40.98901098901099,844.6483516483516,0.0,844.6483516483516
2020-04-20,74.31,7217662,75.022,76.23,74.1,5106.021978021978,-2151.4175824175823,2954.6043956043954,-1932.7472527472528,1021.8571428571429,-147.72527472527474,874.1318681318681,-44.549450549450555,829.5824175824175,0.0,829.5824175824175
2020-04-21,71.84,9273758,73.31,73.97,71.75,5107.549450549451,-2153.4395604395604,2954.1098901098903,-1932.6813186813188,1021.4285714285714,-151.13186813186815,870.2967032967033,-45.73626373626374,824.5604395604396,0.0,824.5604395604396
2020-04-22,74.68,7367881,73.79,75.34,72.75,5109.076923076923,-2155.4615384615386,2953.6153846153848,-1932.6153846153845,1021.0,-154.53846153846155,866.4615384615385,-46.92307692307692,819.5384615384615,0.0,819.5384615384615
2020-04-23,73.81,7673845,75.0,76.17,73.76,5110.604395604396,-2157.4835164835163,2953.120879120879,-1932.5494505494505,1020.5714285714286,-157.94505494505495,862.6263736263736,-48.10989010989011,814.5164835164835,0.0,814.5164835164835
2020-04-24,76.04,6073839,73.92,76.11,73.66,5112.131868131868,-2159.5054945054944,2952.6263736263736,-1932.4835164835165,1020.1428571428571,-161.35164835164835,858.7912087912088,-49.2967032967033,809.4945054945055,0.0,809.4945054945055
2020-04-27,75.98,7219462,76.59,77.8201,75.49,5116.714285714285,-2165.5714285714284,2951.1428571428573,-1932.2857142857142,1018.8571428571429,-171.57142857142856,847.2857142857142,-52.85714285714286,794.4285714285714,0.0,794.4285714285714
2020-04-28,75.29,6250473,77.108,77.78,75.16,5118.241758241758,-2167.5934065934066,2950.6483516483518,-1932.2197802197802,1018.4285714285714,-174.97802197802196,843.4505494505495,-54.043956043956044,789.4065934065934,0.0,789.4065934065934
2020-04-29,78.97,11950170,77.17,79.24,76.83,5119.7692307692305,-2169.6153846153848,2950.153846153846,-1932.1538461538462,1018.0,-178.3846153846154,839.6153846153846,-55.23076923076923,784.3846153846154,0.0,784.3846153846154
2020-04-30,78.67,17113450,80.27,80.87,77.28,5121.2967032967035,-2171.6373626373625,2949.6593406593406,-1932.0879120879122,1017.5714285714286,-181.7912087912088,835.7802197802198,-56.417582417582416,779.3626373626373,0.0,779.3626373626373
2020-05-01,75.64,9742126,76.85,77.59,74.68,5122.824175824176,-2173.6593406593406,2949.164835164835,-1932.021978021978,1017.1428571428571,-185.1978021978022,831.945054945055,-57.604395604395606,774.3406593406594,0.0,774.3406593406594
2020-05-04,75.68,7202849,75.16,75.94,74.09,5127.406593406593,-2179.7252747252746,2947.6813186813188,-1931.8241758241759,1015.8571428571429,-195.41758241758242,820.4395604395604,-61.16483516483517,759.2747252747253,0.0,759.2747252747253
2020-05-05,77.63,7540822,76.75,78.81,76.56,5128.934065934066,-2181.747252747253,2947.186813186813,-1931.7582417582419,1015.4285714285714,-198.82417582417582,816.6043956043956,-62.35164835164835,754.2527472527472,0.0,754.2527472527472
2020-05-06,78.87,8179660,78.81,80.14,78.52,5130.461538461538,-2183.769230769231,2946.6923076923076,-1931.6923076923076,1015.0,-202.23076923076923,812.7692307692307,-63.53846153846154,749.2307692307693,0.0,749.2307692307693
2020-05-07,78.83,7295662,79.7,80.17,78.2601,5131.989010989011,-2185.7912087912086,2946.197802197802,-1931.6263736263736,1014.5714285714286,-205.63736263736263,808.934065934066,-64.72527472527472,744.2087912087912,0.0,744.2087912087912
