Date,Close/Last,Volume,Open,High,Low,Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash From Acquisitions & Divestitures,Other Investing Activities,Cash from Investing Activities,Dividends Paid,Cash From (Repayment of) Debt,Cash From (Repurchase of) Equity,Other Financing Activities,Cash from Financing Activities,Net Cash Before Disc. Operations and FX,Change in Cash from Disc. Operations and Other,Net Cash Before FX,Effect of Foreign Exchange Rates,Net Changes in Cash
2018-06-20,58.79,6525236,59.18,59.2,58.31,-377.7252747252742,384.97802197802196,957.065934065934,-297.7032967032967,666.6153846153848,-189.95604395604397,3887.5494505494507,,77.01098901098902,3774.604395604396,-844.8791208791209,350.7362637362637,-10.120879120879124,-138.97802197802199,-643.2417582417582,3797.9780219780214,-5.47945205479452,3797.9780219780214,30.40659340659341,3828.3846153846152
2018-06-21,58.75,6540003,59.21,59.21,58.39,-307.65934065934016,385.25274725274727,895.2417582417584,-319.9120879120878,652.9230769230769,-189.5054945054945,3972.6813186813188,,79.37362637362637,3862.5494505494507,-844.8901098901099,343.032967032967,-9.109890109890117,-138.25274725274727,-649.2197802197802,3866.252747252747,-5.547945205479452,3866.252747252747,30.824175824175825,3897.076923076923
2018-06-22,58.5,8073976,58.78,59.1,58.43,-237.59340659340614,385.5274725274725,833.4175824175827,-342.12087912087895,639.2307692307693,-189.05494505494505,4057.813186813187,,81.73626373626374,3950.4945054945056,-844.9010989010989,335.3296703296703,-8.09890109890111,-137.52747252747253,-655.1978021978023,3934.527472527472,-5.616438356164383,3934.527472527472,31.24175824175824,3965.7692307692305
2018-06-25,57.05,8635187,58.09,58.14,56.61,-27.395604395604096,386.35164835164835,647.9450549450548,-408.7472527472528,598.1538461538462,-187.7032967032967,4313.208791208791,,88.82417582417582,4214.329670329671,-844.934065934066,312.2197802197802,-5.065934065934073,-135.35164835164835,-673.1318681318681,4139.351648351648,-5.821917808219178,4139.351648351648,32.494505494505496,4171.846153846154
2018-06-26,56.45,8926033,57.08,57.1455,56.31,42.67032967032992,386.6263736263736,586.1208791208792,-430.9560439560439,584.4615384615386,-187.25274725274727,4398.340659340659,,91.1868131868132,4302.274725274726,-844.945054945055,304.5164835164835,-4.054945054945051,-134.62637362637363,-679.1098901098901,4207.626373626374,-5.890410958904109,4207.626373626374,32.91208791208791,4240.538461538462
2018-06-27,55.17,11830400,56.55,57.53,55.14,112.73626373626394,386.9010989010989,524.2967032967035,-453.16483516483504,570.7692307692307,-186.8021978021978,4483.472527472528,,93.54945054945054,4390.219780219781,-844.9560439560439,296.8131868131868,-3.043956043956044,-133.90109890109892,-685.0879120879121,4275.9010989010985,-5.9589041095890405,4275.9010989010985,33.32967032967033,4309.2307692307695
2018-06-28,55.9,11715190,55.12,56.46,55.09,182.80219780219886,387.1758241758242,462.4725274725279,-475.3736263736264,557.0769230769231,-186.35164835164835,4568.604395604396,,95.91208791208791,4478.1648351648355,-844.967032967033,289.1098901098901,-2.0329670329670364,-133.17582417582418,-691.065934065934,4344.175824175823,-6.027397260273972,4344.175824175823,33.74725274725275,4377.923076923077
2018-06-29,56.12,11273960,56.13,56.86,56.08,252.86813186813288,387.45054945054943,400.6483516483513,-497.5824175824175,543.3846153846155,-185.9010989010989,4653.736263736264,,98.27472527472528,4566.10989010989,-844.978021978022,281.4065934065934,-1.021978021978029,-132.45054945054946,-697.0439560439561,4412.450549450549,-6.095890410958904,4412.450549450549,34.16483516483517,4446.615384615385
2018-07-02,56.18,7298699,55.4,56.22,55.12,401.9782608695652,388.2826086956522,268.6847826086956,-526.2391304347826,532.7065217391304,-185.31521739130434,4785.913043478261,,102.18478260869566,4702.782608695652,-845.7173913043479,256.4021739130435,-9.315217391304348,-162.04347826086956,-760.6739130434783,4474.815217391304,-6.301369863013698,4474.815217391304,34.06521739130435,4508.880434782609
2018-07-03,55.33,3618923,56.41,56.5298,55.25,410.95652173913044,388.5652173913044,260.3695652173913,-510.47826086956525,549.4130434782609,-185.6304347826087,4747.826086956522,,101.3695652173913,4663.565217391304,-846.4347826086956,246.80434782608697,-19.630434782608695,-193.08695652173913,-812.3478260869565,4400.630434782609,-6.369863013698629,4400.630434782609,33.130434782608695,4433.760869565217
2018-07-05,57.38,11714030,55.7,57.43,55.65,428.9130434782609,389.1304347826087,243.73913043478262,-478.95652173913044,582.8260869565217,-186.2608695652174,4671.652173913043,,99.73913043478261,4585.130434782609,-847.8695652173913,227.6086956521739,-40.26086956521739,-255.17391304347825,-915.695652173913,4252.260869565217,-6.506849315068493,4252.260869565217,31.26086956521739,4283.521739130435
2018-07-06,57.84,8806155,57.46,58.07,57.03,437.89130434782606,389.4130434782609,235.42391304347825,-463.19565217391306,599.5326086956521,-186.57608695652175,4633.565217391304,,98.92391304347827,4545.913043478261,-848.5869565217391,218.01086956521738,-50.576086956521735,-286.21739130434787,-967.3695652173913,4178.076086956522,-6.575342465753424,4178.076086956522,30.32608695652174,4208.402173913044
2018-07-09,58.04,4568391,58.06,58.305,57.23,464.82608695652175,390.2608695652174,210.47826086956522,-415.9130434782609,649.6521739130435,-187.52173913043478,4519.304347826087,,96.47826086956522,4428.260869565217,-850.7391304347826,189.2173913043478,-81.52173913043478,-379.3478260869565,-1122.391304347826,3955.521739130435,-6.780821917808219,3955.521739130435,27.52173913043478,3983.0434782608695
2018-07-10,58.37,6804134,58.06,58.47,57.95,473.80434782608694,390.54347826086956,202.16304347826087,-400.1521739130435,666.3586956521739,-187.83695652173913,4481.217391304348,,95.66304347826087,4389.04347826087,-851.4565217391304,179.6195652173913,-91.83695652173913,-410.3913043478261,-1174.0652173913043,3881.336956521739,-6.8493150684931505,3881.336956521739,26.586956521739133,3907.9239130434785
2018-07-11,57.3,8698241,57.43,58.01,56.735,482.7826086956522,390.82608695652175,193.84782608695653,-384.3913043478261,683.0652173913044,-188.15217391304347,4443.130434782609,,94.84782608695652,4349.826086956522,-852.1739130434783,170.02173913043478,-102.15217391304347,-441.4347826086957,-1225.7391304347825,3807.1521739130435,-6.917808219178082,3807.1521739130435,25.652173913043477,3832.804347826087
2018-07-12,58.32,8426402,57.85,58.49,57.31,491.7608695652174,391.10869565217394,185.5326086956522,-368.6304347826087,699.7717391304348,-188.4673913043478,4405.04347826087,,94.03260869565217,4310.608695652174,-852.8913043478261,160.42391304347825,-112.46739130434783,-472.47826086956525,-1277.413043478261,3732.967391304348,-6.986301369863013,3732.967391304348,24.717391304347828,3757.684782608696
2018-07-13,58.39,5266069,58.25,58.78,58.18,500.7391304347826,391.39130434782606,177.2173913043478,-352.8695652173913,716.4782608695652,-188.7826086956522,4366.95652173913,,93.21739130434783,4271.391304347826,-853.6086956521739,150.82608695652175,-122.78260869565217,-503.5217391304348,-1329.086956521739,3658.782608695652,-7.0547945205479445,3658.782608695652,23.782608695652172,3682.5652173913045
2018-07-16,58.35,5901058,58.42,58.84,58.06,527.6739130434783,392.2391304347826,152.27173913043478,-305.5869565217391,766.5978260869565,-189.72826086956522,4252.695652173913,,90.77173913043478,4153.739130434783,-855.7608695652174,122.03260869565219,-153.72826086956522,-596.6521739130435,-1484.108695652174,3436.228260869565,-7.260273972602739,3436.228260869565,20.97826086956522,3457.2065217391305
2018-07-17,58.91,7557982,57.92,58.91,57.62,536.6521739130435,392.5217391304348,143.95652173913044,-289.82608695652175,783.304347826087,-190.04347826086956,4214.608695652174,,89.95652173913044,4114.521739130435,-856.4782608695652,112.43478260869566,-164.04347826086956,-627.695652173913,-1535.782608695652,3362.0434782608695,-7.328767123287671,3362.0434782608695,20.043478260869563,3382.086956521739
2018-07-18,58.76,6192816,59.0,59.0,58.37,545.6304347826087,392.80434782608694,135.6413043478261,-274.0652173913044,800.0108695652174,-190.3586956521739,4176.521739130435,,89.1413043478261,4075.304347826087,-857.195652173913,102.83695652173913,-174.3586956521739,-658.7391304347826,-1587.4565217391305,3287.858695652174,-7.397260273972602,3287.858695652174,19.108695652173914,3306.967391304348
2018-07-19,59.31,8072315,58.71,59.59,58.65,554.6086956521739,393.0869565217391,127.32608695652175,-258.304347826087,816.7173913043478,-190.67391304347825,4138.434782608696,,88.32608695652173,4036.086956521739,-857.9130434782609,93.23913043478262,-184.67391304347825,-689.7826086956522,-1639.1304347826085,3213.673913043478,-7.465753424657533,3213.673913043478,18.17391304347826,3231.847826086957
2018-07-20,58.61,10859660,58.98,59.18,58.4002,563.5869565217391,393.3695652173913,119.0108695652174,-242.54347826086956,833.4239130434783,-190.98913043478262,4100.347826086956,,87.51086956521739,3996.869565217391,-858.6304347826087,83.6413043478261,-194.9891304347826,-720.8260869565217,-1690.804347826087,3139.4891304347825,-7.534246575342466,3139.4891304347825,17.23913043478261,3156.728260869565
2018-07-23,59.08,8006231,58.4,59.21,57.815,590.5217391304348,394.2173913043478,94.06521739130434,-195.26086956521738,883.5434782608695,-191.93478260869566,3986.086956521739,,85.06521739130434,3879.217391304348,-860.7826086956521,54.84782608695653,-225.93478260869566,-813.9565217391305,-1845.8260869565217,2916.9347826086955,-7.73972602739726,2916.9347826086955,14.434782608695652,2931.3695652173915
2018-07-24,58.85,6635988,59.35,59.62,58.45,599.5,394.5,85.75,-179.5,900.25,-192.25,3948.0,,84.25,3840.0,-861.5,45.25,-236.25,-845.0,-1897.5,2842.75,-7.808219178082191,2842.75,13.5,2856.25
2018-07-25,59.42,12645590,58.55,59.5,57.76,608.4782608695652,394.7826086956522,77.43478260869566,-163.73913043478262,916.9565217391304,-192.56521739130434,3909.913043478261,,83.43478260869566,3800.782608695652,-862.2173913043479,35.6521739130435,-246.56521739130434,-876.0434782608696,-1949.1739130434783,2768.565217391304,-7.876712328767123,2768.565217391304,12.565217391304348,2781.130434782609
2018-07-26,63.58,30993600,63.05,63.76,61.26,617.4565217391304,395.0652173913044,69.11956521739131,-147.97826086956525,933.6630434782608,-192.8804347826087,3871.8260869565215,,82.61956521739131,3761.565217391304,-862.9347826086956,26.054347826086968,-256.8804347826087,-907.0869565217391,-2000.8478260869565,2694.3804347826085,-7.945205479452055,2694.3804347826085,11.630434782608695,2706.0108695652175
2018-07-27,62.69,11974220,63.22,63.51,62.22,626.4347826086956,395.3478260869565,60.80434782608697,-132.21739130434787,950.3695652173913,-193.19565217391303,3833.7391304347825,,81.80434782608695,3722.3478260869565,-863.6521739130435,16.456521739130437,-267.19565217391306,-938.1304347826087,-2052.521739130435,2620.195652173913,-8.013698630136986,2620.195652173913,10.695652173913043,2630.891304347826
2018-07-30,62.04,9401252,62.65,62.98,61.925,653.3695652173913,396.19565217391306,35.85869565217391,-84.93478260869568,1000.4891304347825,-194.1413043478261,3719.478260869565,,79.3586956521739,3604.695652173913,-865.804347826087,-12.336956521739125,-298.14130434782606,-1031.2608695652175,-2207.5434782608695,2397.641304347826,-8.21917808219178,2397.641304347826,7.891304347826086,2405.5326086956525
2018-07-31,64.09,22276660,63.83,64.655,63.5,662.3478260869565,396.4782608695652,27.543478260869563,-69.17391304347825,1017.195652173913,-194.45652173913044,3681.391304347826,,78.54347826086956,3565.478260869565,-866.5217391304348,-21.934782608695627,-308.45652173913044,-1062.304347826087,-2259.217391304348,2323.4565217391305,-8.287671232876711,2323.4565217391305,6.956521739130434,2330.413043478261
2018-08-01,64.35,10706150,63.55,64.87,63.55,671.3260869565217,396.7608695652174,19.228260869565247,-53.413043478260875,1033.9021739130435,-194.77173913043478,3643.304347826087,,77.72826086956522,3526.260869565217,-867.2391304347826,-31.532608695652186,-318.77173913043475,-1093.3478260869565,-2310.891304347826,2249.2717391304345,-8.356164383561643,2249.2717391304345,6.021739130434781,2255.29347826087
2018-08-02,64.77,10616930,63.96,65.04,63.64,680.304347826087,397.04347826086956,10.913043478260875,-37.6521739130435,1050.608695652174,-195.08695652173913,3605.217391304348,,76.91304347826087,3487.0434782608695,-867.9565217391304,-41.13043478260869,-329.0869565217391,-1124.391304347826,-2362.565217391304,2175.086956521739,-8.424657534246576,2175.086956521739,5.086956521739129,2180.1739130434785
2018-08-03,65.4,7809337,64.74,65.61,64.67,689.2826086956521,397.32608695652175,2.597826086956502,-21.89130434782612,1067.3152173913043,-195.40217391304347,3567.1304347826085,,76.09782608695653,3447.826086956522,-868.6739130434783,-50.72826086956519,-339.4021739130435,-1155.4347826086957,-2414.2391304347825,2100.9021739130435,-8.493150684931507,2100.9021739130435,4.152173913043477,2105.054347826087
2018-08-06,65.73,10876850,65.86,66.02,65.33,716.2173913043478,398.17391304347825,-22.347826086956502,25.391304347826008,1117.4347826086955,-196.34782608695653,3452.869565217391,,73.65217391304348,3330.173913043478,-870.8260869565217,-79.52173913043475,-370.3478260869565,-1248.5652173913045,-2569.260869565217,1878.3478260869565,-8.698630136986301,1878.3478260869565,1.3478260869565233,1879.6956521739135
2018-08-07,65.44,7810190,65.93,65.93,65.25,725.195652173913,398.45652173913044,-30.663043478260875,41.1521739130435,1134.141304347826,-196.66304347826087,3414.782608695652,,72.83695652173913,3290.95652173913,-871.5434782608695,-89.11956521739131,-380.6630434782609,-1279.608695652174,-2620.9347826086955,1804.1630434782605,-8.767123287671232,1804.1630434782605,0.4130434782608674,1804.576086956522
2018-08-08,65.16,7912014,65.21,65.55,65.12,734.1739130434783,398.7391304347826,-38.97826086956519,56.913043478260875,1150.8478260869565,-196.97826086956522,3376.695652173913,,72.02173913043478,3251.7391304347825,-872.2608695652174,-98.71739130434781,-390.9782608695652,-1310.6521739130435,-2672.608695652174,1729.978260869565,-8.835616438356164,1729.978260869565,-0.5217391304347814,1729.4565217391305
2018-08-09,65.08,6491520,65.1,65.3,64.92,743.1521739130435,399.02173913043475,-47.29347826086956,72.67391304347825,1167.554347826087,-197.29347826086956,3338.608695652174,,71.20652173913044,3212.521739130435,-872.9782608695652,-108.31521739130432,-401.29347826086956,-1341.695652173913,-2724.282608695652,1655.7934782608695,-8.904109589041095,1655.7934782608695,-1.4565217391304373,1654.3369565217395
2018-08-10,64.82,8316029,64.65,64.935,64.4944,752.1304347826087,399.30434782608694,-55.60869565217388,88.43478260869563,1184.2608695652175,-197.6086956521739,3300.521739130435,,70.3913043478261,3173.304347826087,-873.695652173913,-117.91304347826087,-411.6086956521739,-1372.7391304347827,-2775.9565217391305,1581.608695652174,-8.972602739726026,1581.608695652174,-2.391304347826086,1579.217391304348
2018-08-13,64.84,6092298,65.15,65.23,64.65,779.0652173913043,400.1521739130435,-80.55434782608694,135.71739130434776,1234.3804347826085,-198.55434782608697,3186.260869565217,,67.94565217391305,3055.6521739130435,-875.8478260869565,-146.70652173913044,-442.55434782608694,-1465.8695652173913,-2930.978260869565,1359.054347826087,-9.178082191780822,1359.054347826087,-5.195652173913047,1353.858695652174
2018-08-14,65.43,7748474,65.09,65.62,64.7749,788.0434782608695,400.4347826086956,-88.86956521739131,151.47826086956525,1251.086956521739,-198.8695652173913,3148.173913043478,,67.13043478260869,3016.4347826086955,-876.5652173913044,-156.30434782608694,-452.8695652173913,-1496.913043478261,-2982.6521739130435,1284.869565217391,-9.246575342465754,1284.869565217391,-6.130434782608695,1278.739130434783
2018-08-15,65.68,13524180,65.14,65.82,64.545,797.0217391304348,400.7173913043478,-97.18478260869563,167.23913043478262,1267.7934782608695,-199.18478260869566,3110.086956521739,,66.31521739130434,2977.217391304348,-877.2826086956521,-165.90217391304344,-463.1847826086956,-1527.9565217391305,-3034.3260869565215,1210.6847826086955,-9.315068493150685,1210.6847826086955,-7.065217391304351,1203.6195652173915
2018-08-16,65.76,9852520,65.86,66.1,65.5315,806.0,401.0,-105.5,183.0,1284.5,-199.5,3072.0,,65.5,2938.0,-878.0,-175.5,-473.5,-1559.0,-3086.0,1136.5,-9.383561643835616,1136.5,-8.0,1128.5000000000005
2018-08-17,66.06,15169870,65.5,66.19,65.12,814.9782608695652,401.2826086956522,-113.81521739130432,198.76086956521738,1301.2065217391305,-199.81521739130434,3033.913043478261,,64.68478260869566,2898.782608695652,-878.7173913043479,-185.0978260869565,-483.8152173913043,-1590.0434782608695,-3137.673913043478,1062.315217391304,-9.452054794520548,1062.315217391304,-8.934782608695656,1053.380434782609
2018-08-20,66.16,13963760,66.33,66.59,65.735,841.9130434782608,402.1304347826087,-138.76086956521738,246.0434782608695,1351.3260869565215,-200.7608695652174,2919.652173913043,,62.23913043478261,2781.1304347826085,-880.8695652173913,-213.89130434782606,-514.7608695652174,-1683.1739130434783,-3292.695652173913,839.760869565217,-9.657534246575342,839.760869565217,-11.73913043478261,828.021739130435
2018-08-21,66.55,11979450,66.09,66.775,66.03,850.891304347826,402.4130434782609,-147.07608695652175,261.8043478260869,1368.032608695652,-201.07608695652175,2881.565217391304,,61.423913043478265,2741.913043478261,-881.5869565217391,-223.48913043478262,-525.0760869565217,-1714.217391304348,-3344.369565217391,765.5760869565215,-9.726027397260273,765.5760869565215,-12.673913043478265,752.902173913044
2018-08-22,66.84,13859700,66.22,67.08,66.21,859.8695652173913,402.69565217391306,-155.39130434782606,277.56521739130426,1384.7391304347825,-201.3913043478261,2843.478260869565,,60.608695652173914,2702.695652173913,-882.304347826087,-233.08695652173913,-535.3913043478261,-1745.2608695652175,-3396.0434782608695,691.391304347826,-9.794520547945204,691.391304347826,-13.608695652173914,677.7826086956525
2018-08-23,66.86,12037430,66.98,67.29,66.8,868.8478260869565,402.9782608695652,-163.70652173913044,293.32608695652175,1401.445652173913,-201.70652173913044,2805.391304347826,,59.79347826086957,2663.478260869565,-883.0217391304348,-242.68478260869563,-545.7065217391304,-1776.304347826087,-3447.7173913043475,617.20652173913,-9.863013698630137,617.20652173913,-14.54347826086957,602.6630434782614
2018-08-24,67.15,15999270,67.0,67.36,66.94,877.8260869565217,403.2608695652174,-172.02173913043475,309.0869565217391,1418.1521739130435,-202.02173913043478,2767.304347826087,,58.97826086956522,2624.2608695652175,-883.7391304347826,-252.28260869565213,-556.0217391304348,-1807.3478260869565,-3499.391304347826,543.0217391304345,-9.931506849315069,543.0217391304345,-15.478260869565219,527.54347826087
2018-08-27,67.34,12576320,67.37,67.48,67.215,904.7608695652174,404.10869565217394,-196.9673913043478,356.36956521739125,1468.2717391304348,-202.9673913043478,2653.0434782608695,,56.53260869565218,2506.608695652174,-885.8913043478261,-281.07608695652175,-586.9673913043479,-1900.4782608695652,-3654.4130434782605,320.467391304348,-10.136986301369863,320.467391304348,-18.28260869565218,302.18478260869597
2018-08-28,69.78,24951230,68.56,70.4868,67.9203,913.7391304347826,404.39130434782606,-205.2826086956522,372.13043478260863,1484.978260869565,-203.2826086956522,2614.9565217391305,,55.71739130434783,2467.391304347826,-886.6086956521739,-290.67391304347825,-597.2826086956521,-1931.5217391304348,-3706.086956521739,246.28260869565202,-10.205479452054794,246.28260869565202,-19.217391304347828,227.06521739130494
2018-08-29,69.2,11831540,69.67,70.07,69.14,922.7173913043478,404.67391304347825,-213.5978260869565,387.891304347826,1501.6847826086955,-203.59782608695653,2576.869565217391,,54.902173913043484,2428.173913043478,-887.3260869565217,-300.27173913043475,-607.5978260869565,-1962.5652173913045,-3757.760869565217,172.09782608695605,-10.273972602739725,172.09782608695605,-20.152173913043484,151.945652173913
2018-08-30,68.14,12015000,68.97,69.16,68.0,931.695652173913,404.95652173913044,-221.91304347826087,403.6521739130435,1518.391304347826,-203.91304347826087,2538.782608695652,,54.08695652173913,2388.9565217391305,-888.0434782608695,-309.86956521739125,-617.9130434782609,-1993.608695652174,-3809.4347826086955,97.91304347826099,-10.342465753424657,97.91304347826099,-21.086956521739133,76.82608695652198
2018-08-31,68.71,11132260,67.99,69.0,67.94,940.6739130434783,405.2391304347826,-230.2282608695652,419.4130434782609,1535.0978260869565,-204.22826086956522,2500.695652173913,,53.27173913043479,2349.7391304347825,-888.7608695652174,-319.46739130434776,-628.2282608695652,-2024.6521739130435,-3861.1086956521735,23.72826086956502,-10.410958904109588,23.72826086956502,-22.02173913043479,1.7065217391309488
2018-09-04,69.98,13023100,68.74,70.11,68.71,976.5869565217391,406.3695652173913,-263.4891304347826,482.4565217391305,1601.9239130434783,-205.48913043478262,2348.3478260869565,,50.01086956521739,2192.869565217391,-891.6304347826087,-357.8586956521739,-669.4891304347826,-2148.826086956522,-4067.804347826087,-273.01086956521794,-10.684931506849315,-273.01086956521794,-25.76086956521739,-298.77173913043407
2018-09-05,70.89,15304970,69.8,71.065,69.31,985.5652173913043,406.6521739130435,-271.804347826087,498.21739130434776,1618.6304347826085,-205.80434782608697,2310.260869565217,,49.19565217391305,2153.6521739130435,-892.3478260869565,-367.4565217391304,-679.804347826087,-2179.8695652173915,-4119.478260869565,-347.195652173913,-10.753424657534246,-347.195652173913,-26.695652173913047,-373.891304347826
2018-09-06,70.36,11995700,70.85,71.35,70.19,994.5434782608695,406.9347826086956,-280.11956521739125,513.9782608695652,1635.336956521739,-206.1195652173913,2272.173913043478,,48.380434782608695,2114.4347826086955,-893.0652173913044,-377.054347826087,-690.1195652173913,-2210.913043478261,-4171.152173913044,-421.380434782609,-10.821917808219178,-421.380434782609,-27.630434782608695,-449.01086956521704
2018-09-07,70.38,24413620,69.84,70.62,69.615,1003.5217391304348,407.2173913043478,-288.4347826086956,529.7391304347825,1652.0434782608695,-206.43478260869566,2234.086956521739,,47.56521739130435,2075.2173913043475,-893.7826086956521,-386.6521739130435,-700.4347826086956,-2241.9565217391305,-4222.826086956522,-495.56521739130494,-10.89041095890411,-495.56521739130494,-28.56521739130435,-524.1304347826081
2018-09-10,72.32,14599880,70.67,72.75,70.5,1030.4565217391305,408.0652173913044,-313.38043478260863,577.0217391304348,1702.1630434782608,-207.3804347826087,2119.8260869565215,,45.119565217391305,1957.565217391304,-895.9347826086956,-415.445652173913,-731.3804347826086,-2335.086956521739,-4377.847826086956,-718.1195652173919,-11.095890410958903,-718.1195652173919,-31.36956521739131,-749.489130434782
2018-09-11,72.51,9499596,71.84,72.66,71.81,1039.4347826086955,408.3478260869565,-321.695652173913,592.782608695652,1718.8695652173913,-207.69565217391303,2081.7391304347825,,44.30434782608696,1918.3478260869565,-896.6521739130435,-425.0434782608695,-741.695652173913,-2366.130434782609,-4429.521739130434,-792.304347826087,-11.164383561643834,-792.304347826087,-32.30434782608695,-824.6086956521731
2018-09-12,71.75,12589970,72.09,72.5,70.02,1048.413043478261,408.6304347826087,-330.0108695652174,608.5434782608695,1735.5760869565217,-208.01086956521738,2043.6521739130435,,43.48913043478261,1879.1304347826085,-897.3695652173913,-434.6413043478261,-752.0108695652174,-2397.1739130434785,-4481.195652173913,-866.489130434783,-11.232876712328766,-866.489130434783,-33.23913043478261,-899.728260869565
2018-09-13,74.61,22758120,73.68,75.36,73.48,1057.391304347826,408.9130434782609,-338.32608695652175,624.304347826087,1752.282608695652,-208.32608695652175,2005.565217391304,,42.673913043478265,1839.9130434782605,-898.0869565217391,-444.2391304347826,-762.3260869565217,-2428.217391304348,-4532.869565217391,-940.6739130434789,-11.301369863013697,-940.6739130434789,-34.173913043478265,-974.847826086956
2018-09-14,75.09,12693840,74.53,76.04,74.41,1066.3695652173913,409.19565217391306,-346.6413043478261,640.0652173913043,1768.9891304347825,-208.6413043478261,1967.478260869565,,41.858695652173914,1800.695652173913,-898.804347826087,-453.8369565217391,-772.6413043478261,-2459.2608695652175,-4584.54347826087,-1014.858695652174,-11.36986301369863,-1014.858695652174,-35.10869565217392,-1049.967391304347
2018-09-17,73.24,11556400,74.84,75.28,73.11,1093.304347826087,410.04347826086956,-371.5869565217391,687.3478260869565,1819.1086956521738,-209.58695652173913,1853.2173913043475,,39.413043478260875,1683.0434782608695,-900.9565217391304,-482.63043478260863,-803.5869565217391,-2552.391304347826,-4739.565217391304,-1237.413043478261,-11.575342465753424,-1237.413043478261,-37.913043478260875,-1275.326086956521
2018-09-18,74.72,11689650,73.8,76.5,73.51,1102.282608695652,410.32608695652175,-379.9021739130435,703.1086956521738,1835.8152173913043,-209.90217391304347,1815.1304347826085,,38.59782608695653,1643.8260869565215,-901.6739130434783,-492.22826086956525,-813.9021739130435,-2583.4347826086955,-4791.239130434782,-1311.597826086957,-11.643835616438356,-1311.597826086957,-38.84782608695653,-1350.445652173912
2018-09-19,74.06,11456680,75.37,75.37,73.77,1111.2608695652175,410.60869565217394,-388.21739130434776,718.8695652173913,1852.5217391304348,-210.2173913043478,1777.0434782608695,,37.78260869565217,1604.608695652174,-902.3913043478261,-501.82608695652175,-824.2173913043478,-2614.4782608695655,-4842.913043478261,-1385.782608695652,-11.712328767123287,-1385.782608695652,-39.78260869565217,-1425.565217391304
2018-09-20,74.6,11739370,74.48,75.11,74.2081,1120.2391304347825,410.89130434782606,-396.53260869565213,734.6304347826087,1869.228260869565,-210.5326086956522,1738.95652173913,,36.96739130434783,1565.391304347826,-903.1086956521739,-511.42391304347825,-834.5326086956521,-2645.521739130435,-4894.586956521739,-1459.967391304348,-11.780821917808218,-1459.967391304348,-40.71739130434783,-1500.684782608695
2018-09-21,73.7,21312620,74.83,74.87,73.13,1129.2173913043478,411.17391304347825,-404.8478260869565,750.391304347826,1885.9347826086955,-210.84782608695653,1700.869565217391,,36.152173913043484,1526.173913043478,-903.8260869565217,-521.0217391304348,-844.8478260869565,-2676.5652173913045,-4946.260869565217,-1534.152173913044,-11.84931506849315,-1534.152173913044,-41.652173913043484,-1575.804347826086
2018-09-24,73.58,15442890,73.08,73.85,72.8,1156.1521739130435,412.02173913043475,-429.7934782608695,797.6739130434783,1936.0543478260868,-211.79347826086956,1586.6086956521735,,33.70652173913044,1408.5217391304345,-905.9782608695652,-549.8152173913044,-875.7934782608695,-2769.695652173913,-5101.282608695652,-1756.706521739131,-12.054794520547944,-1756.706521739131,-44.45652173913044,-1801.16304347826
2018-09-25,72.74,20712780,72.64,73.57,72.58,1165.1304347826085,412.30434782608694,-438.1086956521739,813.4347826086955,1952.7608695652173,-212.1086956521739,1548.5217391304345,,32.89130434782609,1369.304347826087,-906.695652173913,-559.4130434782609,-886.1086956521739,-2800.7391304347825,-5152.95652173913,-1830.891304347826,-12.123287671232877,-1830.891304347826,-45.39130434782609,-1876.282608695652
2018-09-26,71.76,11301880,72.68,73.26,71.58,1174.108695652174,412.5869565217391,-446.42391304347825,829.195652173913,1969.4673913043478,-212.42391304347825,1510.4347826086955,,32.07608695652175,1330.086956521739,-907.4130434782609,-569.0108695652174,-896.4239130434783,-2831.7826086956525,-5204.630434782608,-1905.076086956522,-12.191780821917808,-1905.076086956522,-46.32608695652175,-1951.402173913043
2018-09-27,71.71,12496430,72.18,72.68,71.475,1183.086956521739,412.8695652173913,-454.7391304347826,844.9565217391305,1986.1739130434783,-212.73913043478262,1472.3478260869565,,31.26086956521739,1290.869565217391,-908.1304347826087,-578.6086956521739,-906.7391304347826,-2862.826086956522,-5256.304347826087,-1979.260869565218,-12.26027397260274,-1979.260869565218,-47.26086956521739,-2026.521739130434
2018-09-28,72.03,19770810,71.51,73.26,71.25,1192.0652173913043,413.1521739130435,-463.054347826087,860.7173913043478,2002.8804347826085,-213.05434782608697,1434.260869565217,,30.445652173913047,1251.6521739130435,-908.8478260869565,-588.2065217391304,-917.054347826087,-2893.8695652173915,-5307.978260869565,-2053.445652173913,-12.32876712328767,-2053.445652173913,-48.19565217391305,-2101.641304347825
2018-10-01,72.6,9335121,72.46,73.43,72.1,1219.0,414.0,-488.0,908.0,2053.0,-214.0,1320.0,,28.0,1134.0,-911.0,-617.0,-948.0,-2987.0,-5463.0,-2276.0,-12.534246575342465,-2276.0,-51.0,-2327.0
