Date,Close/Last,Volume,Open,High,Low,Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash From Acquisitions & Divestitures,Other Investing Activities,Cash from Investing Activities,Dividends Paid,Cash From (Repayment of) Debt,Cash From (Repurchase of) Equity,Other Financing Activities,Cash from Financing Activities,Net Cash Before Disc. Operations and FX,Change in Cash from Disc. Operations and Other,Net Cash Before FX,Effect of Foreign Exchange Rates,Net Changes in Cash
2018-04-27,51.11,9231019,50.75,51.36,50.49,-4161.285714285714,370.14285714285717,4295.571428571428,901.5714285714286,1406.0,-214.28571428571428,-709.5714285714284,,-50.57142857142857,-974.4285714285716,-844.2857142857143,766.7142857142858,-64.71428571428572,-178.14285714285714,-320.42857142857144,111.14285714285711,-1.7808219178082192,111.14285714285711,7.857142857142858,119.0
2018-04-30,51.01,9446366,51.25,51.82,51.0,-3951.0879120879117,370.967032967033,4110.0989010989015,834.945054945055,1364.923076923077,-212.93406593406593,-454.17582417582435,,-43.48351648351648,-710.5934065934066,-844.3186813186813,743.6043956043956,-61.681318681318686,-175.96703296703296,-338.3626373626374,315.96703296703276,-1.9863013698630136,315.96703296703276,9.10989010989011,325.0769230769231
2018-05-01,50.82,6779093,50.76,51.05,50.04,-3881.0219780219777,371.24175824175825,4048.2747252747254,812.7362637362637,1351.2307692307693,-212.4835164835165,-369.04395604395586,,-41.120879120879124,-622.6483516483513,-844.3296703296703,735.9010989010989,-60.67032967032967,-175.24175824175825,-344.34065934065933,384.2417582417579,-2.054794520547945,384.2417582417579,9.527472527472527,393.76923076923094
2018-05-02,50.26,8141141,51.24,51.25,49.92,-3810.9560439560437,371.5164835164835,3986.4505494505493,790.5274725274726,1337.5384615384614,-212.03296703296704,-283.9120879120878,,-38.75824175824175,-534.7032967032965,-844.3406593406594,728.1978021978022,-59.65934065934066,-174.5164835164835,-350.31868131868134,452.5164835164833,-2.1232876712328768,452.5164835164833,9.945054945054945,462.46153846153857
2018-05-03,50.31,8581029,49.99,50.544,49.31,-3740.8901098901097,371.7912087912088,3924.6263736263736,768.3186813186813,1323.8461538461538,-211.58241758241758,-198.7802197802198,,-36.395604395604394,-446.75824175824164,-844.3516483516484,720.4945054945055,-58.64835164835165,-173.7912087912088,-356.2967032967033,520.7912087912086,-2.191780821917808,520.7912087912086,10.362637362637363,531.1538461538462
2018-05-04,52.49,9873810,50.18,52.6,49.9194,-3670.8241758241757,372.0659340659341,3862.802197802198,746.1098901098901,1310.1538461538462,-211.13186813186815,-113.64835164835176,,-34.032967032967036,-358.8131868131868,-844.3626373626373,712.7912087912088,-57.63736263736264,-173.06593406593407,-362.27472527472526,589.065934065934,-2.2602739726027394,589.065934065934,10.780219780219781,599.8461538461538
2018-05-07,53.01,9573159,52.58,53.27,52.52,-3460.6263736263736,372.8901098901099,3677.32967032967,679.4835164835165,1269.076923076923,-209.7802197802198,141.7472527472528,,-26.94505494505495,-94.97802197802184,-844.3956043956044,689.6813186813187,-54.604395604395606,-170.8901098901099,-380.20879120879124,793.8901098901097,-2.4657534246575343,793.8901098901097,12.032967032967033,805.9230769230771
2018-05-08,52.86,9828384,53.04,53.27,52.105,-3390.560439560439,373.16483516483515,3615.5054945054944,657.2747252747253,1255.3846153846155,-209.32967032967034,226.87912087912082,,-24.582417582417577,-7.032967032967008,-844.4065934065934,681.978021978022,-53.5934065934066,-170.16483516483515,-386.1868131868132,862.164835164835,-2.5342465753424657,862.164835164835,12.45054945054945,874.6153846153848
2018-05-09,53.17,6988888,52.86,53.325,52.2,-3320.494505494505,373.43956043956047,3553.6813186813188,635.0659340659341,1241.6923076923076,-208.87912087912088,312.01098901098885,,-22.21978021978022,80.91208791208828,-844.4175824175824,674.2747252747253,-52.582417582417584,-169.43956043956044,-392.16483516483515,930.4395604395604,-2.602739726027397,930.4395604395604,12.868131868131869,943.3076923076924
2018-05-10,54.97,12264360,54.45,55.07,53.945,-3250.428571428571,373.7142857142857,3491.8571428571427,612.8571428571429,1228.0,-208.42857142857142,397.14285714285734,,-19.85714285714286,168.85714285714312,-844.4285714285714,666.5714285714286,-51.57142857142857,-168.71428571428572,-398.1428571428571,998.7142857142853,-2.671232876712329,998.7142857142853,13.285714285714285,1012.0
2018-05-11,55.23,9638470,54.76,55.79,54.619,-3180.362637362637,373.989010989011,3430.032967032967,590.6483516483516,1214.3076923076924,-207.97802197802199,482.27472527472537,,-17.49450549450549,256.80219780219795,-844.4395604395604,658.8681318681319,-50.56043956043956,-167.98901098901098,-404.1208791208791,1066.9890109890107,-2.73972602739726,1066.9890109890107,13.703296703296704,1080.6923076923076
2018-05-14,56.74,15385420,57.33,57.8,56.34,-2970.164835164835,374.8131868131868,3244.5604395604396,524.021978021978,1173.2307692307693,-206.62637362637363,737.6703296703295,,-10.406593406593402,520.6373626373629,-844.4725274725274,635.7582417582418,-47.527472527472526,-165.8131868131868,-422.05494505494505,1271.8131868131868,-2.9452054794520546,1271.8131868131868,14.956043956043956,1286.769230769231
2018-05-15,55.64,12047610,56.5,56.61,55.2204,-2900.0989010989006,375.0879120879121,3182.736263736264,501.8131868131868,1159.5384615384614,-206.17582417582418,822.802197802198,,-8.043956043956044,608.5824175824177,-844.4835164835165,628.054945054945,-46.51648351648352,-165.0879120879121,-428.032967032967,1340.0879120879117,-3.013698630136986,1340.0879120879117,15.373626373626376,1355.4615384615386
2018-05-16,56.7,8551073,55.76,56.81,55.67,-2830.0329670329666,375.3626373626374,3120.912087912088,479.6043956043957,1145.8461538461538,-205.72527472527472,907.934065934066,,-5.681318681318686,696.5274725274726,-844.4945054945055,620.3516483516484,-45.50549450549451,-164.36263736263737,-434.010989010989,1408.362637362637,-3.0821917808219177,1408.362637362637,15.791208791208792,1424.1538461538462
2018-05-17,56.95,11446570,56.49,57.3801,56.39,-2759.9670329670325,375.6373626373626,3059.087912087912,457.39560439560444,1132.1538461538462,-205.27472527472528,993.065934065934,,-3.318681318681314,784.4725274725279,-844.5054945054945,612.6483516483516,-44.494505494505496,-163.63736263736263,-439.989010989011,1476.6373626373625,-3.150684931506849,1476.6373626373625,16.208791208791208,1492.8461538461538
2018-05-18,57.51,11997160,56.93,57.99,56.396,-2689.9010989010985,375.91208791208794,2997.263736263736,435.1868131868132,1118.4615384615386,-204.82417582417582,1078.197802197802,,-0.9560439560439562,872.4175824175827,-844.5164835164835,604.945054945055,-43.48351648351648,-162.9120879120879,-445.967032967033,1544.9120879120878,-3.219178082191781,1544.9120879120878,16.626373626373628,1561.5384615384614
2018-05-21,57.71,14235140,57.68,58.27,56.765,-2479.7032967032965,376.7362637362637,2811.7912087912086,368.5604395604396,1077.3846153846155,-203.47252747252747,1333.5934065934061,,6.131868131868131,1136.2527472527472,-844.5494505494505,581.8351648351648,-40.45054945054945,-160.73626373626374,-463.9010989010989,1749.7362637362635,-3.4246575342465753,1749.7362637362635,17.87912087912088,1767.6153846153848
