Date,Close/Last,Volume,Open,High,Low,Gross Profit,Net Income Available to Common Shareholders,InflationRate,Total Assets,Total Liabilities,Net Income/Starting Line,Dividends Paid,Net Changes in Cash,BrentCrudeOil
2019-08-21,76.7,11005470,76.5,77.19,75.99,5418.413043478261,1486.7608695652173,2.4,34083.97826086957,29332.684782608696,1486.7608695652173,-753.6630434782609,2130.619565217391,61.236129032258056
2019-08-22,77.15,7199830,76.91,77.95,76.6,5469.695652173913,1502.9130434782608,2.4,34085.17391304348,29316.521739130436,1502.9130434782608,-753.695652173913,2171.0434782608695,61.335571847507325
2019-08-23,73.52,16481000,76.12,79.1,73.22,5520.978260869565,1519.0652173913043,2.4,34086.36956521739,29300.358695652172,1519.0652173913043,-753.7282608695652,2211.4673913043475,61.435014662756586
2019-08-26,72.91,11157100,74.9,75.09,72.52,5674.826086956522,1567.5217391304348,2.4,34089.95652173913,29251.869565217392,1567.5217391304348,-753.8260869565217,2332.7391304347825,61.73334310850439
2019-08-27,73.97,7305375,73.68,74.38,73.2,5726.108695652174,1583.673913043478,2.4,34091.15217391304,29235.706521739132,1583.673913043478,-753.8586956521739,2373.1630434782605,61.83278592375366
2019-08-28,74.35,5679043,73.79,74.88,72.91,5777.391304347826,1599.8260869565215,2.4,34092.34782608696,29219.543478260868,1599.8260869565215,-753.8913043478261,2413.586956521739,61.93222873900293
2019-08-29,76.45,7348577,75.22,77.025,75.22,5828.673913043478,1615.978260869565,2.4,34093.54347826087,29203.380434782608,1615.978260869565,-753.9239130434783,2454.010869565217,62.03167155425219
2019-08-30,77.77,8465646,77.18,78.05,77.0,5879.95652173913,1632.1304347826085,2.4,34094.739130434784,29187.217391304348,1632.1304347826085,-753.9565217391304,2494.4347826086955,62.13111436950146
2019-09-03,75.12,7580872,76.77,76.99,74.7,6085.086956521739,1696.7391304347825,2.393333333333333,34099.52173913043,29122.565217391304,1696.7391304347825,-754.0869565217391,2656.1304347826085,62.132666666666665
2019-09-04,77.09,4923888,75.99,77.12,75.63,6136.369565217391,1712.891304347826,2.3899999999999997,34100.717391304344,29106.402173913044,1712.891304347826,-754.1195652173913,2696.554347826087,62.034
2019-09-05,78.99,13480670,77.89,80.44,77.89,6187.652173913044,1729.0434782608695,2.3866666666666667,34101.913043478264,29090.239130434784,1729.0434782608695,-754.1521739130435,2736.978260869565,61.93533333333333
2019-09-06,78.84,5127957,78.96,79.079,78.44,6238.934782608696,1745.195652173913,2.3833333333333333,34103.108695652176,29074.07608695652,1745.195652173913,-754.1847826086956,2777.4021739130435,61.836666666666666
2019-09-09,78.21,6885162,79.04,79.45,77.968,6392.782608695652,1793.6521739130433,2.373333333333333,34106.69565217391,29025.58695652174,1793.6521739130433,-754.2826086956521,2898.673913043478,61.54066666666667
2019-09-10,78.71,9373881,78.03,78.875,77.34,6444.065217391304,1809.8043478260868,2.37,34107.891304347824,29009.42391304348,1809.8043478260868,-754.3152173913044,2939.0978260869565,61.442
2019-09-11,79.9,6575726,78.17,79.905,78.12,6495.347826086956,1825.9565217391303,2.3666666666666667,34109.086956521736,28993.260869565216,1825.9565217391303,-754.3478260869565,2979.5217391304345,61.343333333333334
2019-09-12,79.08,5847092,80.05,80.05,78.58,6546.630434782608,1842.1086956521738,2.3633333333333333,34110.282608695656,28977.097826086956,1842.1086956521738,-754.3804347826087,3019.945652173913,61.24466666666667
2019-09-13,78.41,5343695,79.18,79.535,78.37,6597.91304347826,1858.2608695652173,2.36,34111.47826086957,28960.934782608696,1858.2608695652173,-754.4130434782609,3060.369565217391,61.146
2019-09-16,78.04,3756484,77.58,78.485,76.91,6751.760869565217,1906.7173913043478,2.3499999999999996,34115.065217391304,28912.445652173912,1906.7173913043478,-754.5108695652174,3181.641304347826,60.849999999999994
2019-09-17,78.69,4436415,77.61,78.79,77.51,6803.04347826087,1922.8695652173913,2.3466666666666667,34116.260869565216,28896.282608695652,1922.8695652173913,-754.5434782608696,3222.065217391304,60.75133333333333
2019-09-18,78.9,5197751,78.69,79.07,77.64,6854.326086956522,1939.0217391304348,2.3433333333333333,34117.45652173913,28880.119565217392,1939.0217391304348,-754.5760869565217,3262.4891304347825,60.65266666666666
2019-09-19,78.23,5451003,79.24,80.0,78.21,6905.608695652174,1955.173913043478,2.34,34118.65217391304,28863.956521739132,1955.173913043478,-754.6086956521739,3302.9130434782605,60.553999999999995
2019-09-20,76.44,9502747,78.2,78.7,76.17,6956.891304347826,1971.3260869565215,2.3366666666666664,34119.84782608696,28847.793478260868,1971.3260869565215,-754.6413043478261,3343.336956521739,60.45533333333333
2019-09-23,77.24,6264899,76.67,77.91,76.0564,7110.739130434782,2019.782608695652,2.3266666666666667,34123.434782608696,28799.304347826088,2019.782608695652,-754.7391304347826,3464.6086956521735,60.15933333333333
2019-09-24,75.23,10446110,78.08,78.3,74.63,7162.021739130435,2035.9347826086955,2.3233333333333333,34124.63043478261,28783.141304347824,2035.9347826086955,-754.7717391304348,3505.032608695652,60.06066666666666
2019-09-25,77.26,5700037,75.03,77.49,74.88,7213.304347826087,2052.086956521739,2.32,34125.82608695652,28766.978260869564,2052.086956521739,-754.804347826087,3545.45652173913,59.961999999999996
2019-09-26,77.35,3803609,77.16,77.69,75.94,7264.586956521739,2068.2391304347825,2.3166666666666664,34127.02173913043,28750.815217391304,2068.2391304347825,-754.8369565217391,3585.8804347826085,59.86333333333333
2019-09-27,76.63,5013911,77.01,78.2,76.21,7315.869565217391,2084.391304347826,2.313333333333333,34128.217391304344,28734.652173913044,2084.391304347826,-754.8695652173913,3626.3043478260865,59.76466666666666
2019-09-30,76.28,5286277,76.89,76.95,76.02,7469.717391304348,2132.847826086956,2.3033333333333332,34131.80434782609,28686.16304347826,2132.847826086956,-754.9673913043479,3747.5760869565215,59.468666666666664
2019-10-01,75.47,7049574,77.06,78.06,74.97,7521.0,2149.0,2.3,34133.0,28670.0,2149.0,-755.0,3788.0,59.37
2019-10-02,73.99,6288051,75.26,75.71,73.77,7468.554347826087,2131.141304347826,2.3,34120.217391304344,28663.239130434784,2131.141304347826,-754.5217391304348,3724.1739130434785,59.47884792626728
2019-10-03,75.73,5633505,73.93,75.83,73.16,7416.108695652174,2113.282608695652,2.3,34107.434782608696,28656.478260869564,2113.282608695652,-754.0434782608696,3660.3478260869565,59.58769585253456
2019-10-04,77.49,4920357,76.32,77.56,75.84,7363.663043478261,2095.4239130434785,2.3,34094.65217391304,28649.717391304348,2095.4239130434785,-753.5652173913044,3596.521739130435,59.69654377880184
2019-10-07,76.34,4400559,77.01,77.55,76.27,7206.326086956522,2041.8478260869565,2.3,34056.30434782609,28629.434782608696,2041.8478260869565,-752.1304347826087,3405.0434782608695,60.02308755760368
2019-10-08,72.85,9194400,75.52,75.82,72.81,7153.880434782609,2023.9891304347825,2.3,34043.52173913043,28622.67391304348,2023.9891304347825,-751.6521739130435,3341.217391304348,60.13193548387096
2019-10-09,74.35,5271440,73.91,74.8,73.56,7101.434782608696,2006.1304347826087,2.3,34030.739130434784,28615.91304347826,2006.1304347826087,-751.1739130434783,3277.391304347826,60.24078341013824
2019-10-10,74.97,6199401,74.35,75.9656,74.17,7048.989130434783,1988.2717391304348,2.3,34017.95652173913,28609.152173913044,1988.2717391304348,-750.695652173913,3213.5652173913045,60.34963133640552
2019-10-11,76.7,7398164,76.19,77.82,76.01,6996.54347826087,1970.413043478261,2.3,34005.17391304348,28602.391304347828,1970.413043478261,-750.2173913043479,3149.7391304347825,60.4584792626728
2019-10-14,76.3,4660287,76.65,77.37,76.28,6839.20652173913,1916.836956521739,2.3,33966.82608695652,28582.108695652172,1916.836956521739,-748.7826086956521,2958.2608695652175,60.785023041474645
2019-10-15,77.82,5241661,76.88,77.98,76.28,6786.760869565217,1898.9782608695652,2.3,33954.04347826087,28575.347826086956,1898.9782608695652,-748.304347826087,2894.4347826086955,60.893870967741925
2019-10-16,78.23,6366587,77.49,78.32,77.28,6734.315217391304,1881.1195652173913,2.3,33941.260869565216,28568.58695652174,1881.1195652173913,-747.8260869565217,2830.608695652174,61.002718894009206
2019-10-17,78.97,5923920,78.7,79.96,78.4,6681.869565217391,1863.2608695652175,2.3,33928.47826086957,28561.82608695652,1863.2608695652175,-747.3478260869565,2766.782608695652,61.111566820276494
2019-10-18,77.68,6110981,78.62,79.22,77.6725,6629.423913043478,1845.4021739130435,2.3,33915.69565217391,28555.065217391304,1845.4021739130435,-746.8695652173913,2702.9565217391305,61.220414746543774
2019-10-21,78.98,5307232,78.38,79.09,78.01,6472.086956521739,1791.8260869565217,2.3,33877.34782608696,28534.782608695652,1791.8260869565217,-745.4347826086956,2511.478260869565,61.546958525345616
2019-10-22,78.47,5107829,78.93,79.07,78.2405,6419.641304347826,1773.9673913043478,2.3,33864.565217391304,28528.021739130436,1773.9673913043478,-744.9565217391304,2447.6521739130435,61.6558064516129
2019-10-23,77.24,5937606,77.21,78.13,76.87,6367.195652173913,1756.108695652174,2.3,33851.782608695656,28521.260869565216,1756.108695652174,-744.4782608695652,2383.826086956522,61.76465437788018
2019-10-24,78.99,5422321,78.06,79.02,77.59,6314.75,1738.25,2.3,33839.0,28514.5,1738.25,-744.0,2320.0,61.87350230414746
2019-10-25,80.17,6712346,79.0,80.23,78.91,6262.304347826087,1720.391304347826,2.3,33826.217391304344,28507.739130434784,1720.391304347826,-743.5217391304348,2256.173913043478,61.98235023041474
2019-10-28,83.05,9949753,80.55,83.13,80.54,6104.967391304348,1666.8152173913043,2.3,33787.86956521739,28487.456521739132,1666.8152173913043,-742.0869565217391,2064.695652173913,62.30889400921658
2019-10-29,81.66,4993553,82.75,82.85,81.44,6052.521739130435,1648.9565217391305,2.3,33775.086956521736,28480.695652173912,1648.9565217391305,-741.6086956521739,2000.8695652173913,62.41774193548386
2019-10-30,81.44,3970995,82.1,82.2482,80.85,6000.076086956522,1631.0978260869565,2.3,33762.30434782609,28473.934782608696,1631.0978260869565,-741.1304347826087,1937.0434782608695,62.52658986175114
2019-10-31,80.44,5693660,81.44,81.47,79.84,5947.630434782608,1613.2391304347825,2.3,33749.52173913043,28467.17391304348,1613.2391304347825,-740.6521739130435,1873.2173913043478,62.63543778801842
2019-11-01,83.58,8620326,81.59,83.65,81.25,5895.184782608696,1595.3804347826085,2.3,33736.739130434784,28460.41304347826,1595.3804347826085,-740.1739130434783,1809.391304347826,62.7442857142857
2019-11-04,85.09,8389196,84.54,85.87,84.3082,5737.847826086956,1541.804347826087,2.3,33698.391304347824,28440.130434782608,1541.804347826087,-738.7391304347826,1617.913043478261,63.05531168831168
2019-11-05,85.46,7280027,85.2,85.74,84.73,5685.402173913043,1523.945652173913,2.3,33685.608695652176,28433.369565217392,1523.945652173913,-738.2608695652174,1554.086956521739,63.15898701298701
2019-11-06,84.63,9755311,85.34,85.605,84.2242,5632.95652173913,1506.086956521739,2.3,33672.82608695652,28426.608695652172,1506.086956521739,-737.7826086956521,1490.2608695652175,63.262662337662334
2019-11-07,89.98,30254020,89.83,92.5,88.32,5580.510869565217,1488.228260869565,2.3,33660.04347826087,28419.847826086956,1488.228260869565,-737.304347826087,1426.4347826086955,63.36633766233766
2019-11-08,94.03,16375240,89.98,94.11,89.6,5528.065217391304,1470.3695652173913,2.3,33647.260869565216,28413.08695652174,1470.3695652173913,-736.8260869565217,1362.608695652174,63.470012987012986
2019-11-11,91.84,11301320,91.71,92.5244,90.89,5370.728260869565,1416.7934782608695,2.3,33608.913043478264,28392.804347826088,1416.7934782608695,-735.3913043478261,1171.1304347826085,63.781038961038966
2019-11-12,90.97,9335820,92.18,92.25,90.17,5318.282608695652,1398.9347826086955,2.3,33596.13043478261,28386.043478260868,1398.9347826086955,-734.9130434782609,1107.304347826087,63.884714285714296
2019-11-13,90.47,9519644,90.7,91.9,89.62,5265.836956521739,1381.0760869565217,2.3,33583.34782608696,28379.282608695652,1381.0760869565217,-734.4347826086956,1043.478260869565,63.988389610389625
2019-11-14,90.48,8794397,90.31,90.58,89.43,5213.391304347826,1363.2173913043478,2.3,33570.565217391304,28372.521739130436,1363.2173913043478,-733.9565217391304,979.6521739130435,64.09206493506495
2019-11-15,90.81,25491090,92.6,93.94,90.5801,5160.945652173913,1345.358695652174,2.3,33557.782608695656,28365.760869565216,1345.358695652174,-733.4782608695652,915.8260869565215,64.19574025974028
2019-11-18,90.48,10367010,90.81,91.975,89.28,5003.608695652174,1291.782608695652,2.3,33519.434782608696,28345.478260869564,1291.782608695652,-732.0434782608695,724.3478260869565,64.50676623376626
2019-11-19,87.96,18096640,91.25,91.39,86.68,4951.16304347826,1273.9239130434783,2.3,33506.65217391304,28338.717391304348,1273.9239130434783,-731.5652173913044,660.5217391304345,64.61044155844158
2019-11-20,85.62,13050440,87.82,88.36,85.31,4898.717391304348,1256.0652173913043,2.3,33493.86956521739,28331.956521739132,1256.0652173913043,-731.0869565217391,596.695652173913,64.71411688311692
2019-11-21,85.11,10180380,84.79,86.3,84.55,4846.271739130434,1238.2065217391305,2.3,33481.086956521736,28325.195652173912,1238.2065217391305,-730.6086956521739,532.869565217391,64.81779220779224
2019-11-22,84.89,6166677,85.29,85.82,84.53,4793.826086956522,1220.3478260869565,2.3,33468.30434782609,28318.434782608696,1220.3478260869565,-730.1304347826087,469.0434782608695,64.92146753246756
2019-11-25,85.29,8967364,85.76,86.29,85.08,4636.489130434782,1166.7717391304348,2.3,33429.95652173913,28298.152173913044,1166.7717391304348,-728.695652173913,277.56521739130403,65.23249350649354
2019-11-26,84.63,11587630,85.25,85.545,84.14,4584.04347826087,1148.9130434782608,2.3,33417.17391304348,28291.391304347828,1148.9130434782608,-728.2173913043479,213.7391304347825,65.33616883116886
2019-11-27,84.8,5217649,85.16,85.31,84.4713,4531.597826086956,1131.054347826087,2.3,33404.391304347824,28284.630434782608,1131.054347826087,-727.7391304347826,149.91304347826053,65.4398441558442
2019-11-29,83.55,3882382,84.51,85.1,83.42,4426.70652173913,1095.336956521739,2.3,33378.82608695652,28271.108695652172,1095.336956521739,-726.7826086956521,22.260869565217035,65.64719480519484
2019-12-02,82.45,7677407,83.98,84.29,82.31,4269.369565217391,1041.7608695652173,2.3,33340.47826086957,28250.82608695652,1041.7608695652173,-725.3478260869565,-169.21739130434798,65.78188830804544
2019-12-03,80.58,11241840,81.38,81.39,79.81,4216.923913043478,1023.9021739130435,2.3,33327.69565217391,28244.065217391304,1023.9021739130435,-724.8695652173913,-233.04347826086996,65.70923116154538
2019-12-04,82.08,8478868,80.92,82.44,80.45,4164.478260869565,1006.0434782608695,2.3,33314.913043478264,28237.304347826088,1006.0434782608695,-724.3913043478261,-296.8695652173915,65.63657401504531
2019-12-05,82.585,6362029,82.65,83.4409,81.78,4112.032608695652,988.1847826086955,2.3,33302.13043478261,28230.543478260868,988.1847826086955,-723.9130434782609,-360.695652173913,65.56391686854525
2019-12-06,83.82,6861714,83.45,84.25,83.42,4059.586956521739,970.3260869565217,2.3,33289.34782608696,28223.782608695652,970.3260869565217,-723.4347826086956,-424.521739130435,65.49125972204519
2019-12-09,84.92,8464304,84.0,85.3,83.8401,3902.25,916.75,2.3,33251.0,28203.5,916.75,-722.0,-616.0,65.27328828254498
2019-12-10,84.115,8085329,85.04,85.33,83.69,3849.8043478260865,898.891304347826,2.3,33238.217391304344,28196.739130434784,898.891304347826,-721.5217391304348,-679.826086956522,65.20063113604492
2019-12-11,86.99,9577072,84.84,87.1,84.76,3797.3586956521735,881.032608695652,2.3,33225.434782608696,28189.978260869564,881.032608695652,-721.0434782608695,-743.652173913044,65.12797398954486
2019-12-12,89.05,12174230,86.84,89.229,86.37,3744.9130434782605,863.1739130434783,2.3,33212.65217391304,28183.217391304348,863.1739130434783,-720.5652173913044,-807.478260869565,65.05531684304479
2019-12-13,87.83,12270500,88.91,89.7,87.564,3692.4673913043475,845.3152173913043,2.3,33199.86956521739,28176.456521739132,845.3152173913043,-720.0869565217391,-871.304347826087,64.98265969654473
2019-12-16,88.43,8719995,89.28,90.46,88.35,3535.1304347826085,791.7391304347825,2.3,33161.52173913043,28156.17391304348,791.7391304347825,-718.6521739130435,-1062.782608695652,64.76468825704454
2019-12-17,88.32,7487131,89.0,89.04,87.68,3482.6847826086955,773.8804347826085,2.3,33148.739130434784,28149.41304347826,773.8804347826085,-718.1739130434783,-1126.608695652174,64.69203111054446
2019-12-18,87.98,5869644,88.54,88.65,87.59,3430.2391304347825,756.0217391304348,2.3,33135.95652173913,28142.652173913044,756.0217391304348,-717.695652173913,-1190.434782608696,64.6193739640444
2019-12-19,88.49,7802786,88.36,88.701,87.62,3377.793478260869,738.1630434782608,2.3,33123.17391304348,28135.891304347828,738.1630434782608,-717.2173913043479,-1254.260869565218,64.54671681754434
2019-12-20,88.85,17593140,88.82,89.85,88.18,3325.347826086956,720.304347826087,2.3,33110.391304347824,28129.130434782608,720.304347826087,-716.7391304347826,-1318.086956521739,64.47405967104427
2019-12-23,88.45,7277068,89.01,89.33,88.245,3168.010869565217,666.7282608695652,2.3,33072.04347826087,28108.847826086956,666.7282608695652,-715.304347826087,-1509.565217391305,64.25608823154408
2019-12-24,88.77,2435244,88.62,88.81,87.98,3115.565217391304,648.8695652173913,2.3,33059.260869565216,28102.08695652174,648.8695652173913,-714.8260869565217,-1573.391304347826,64.18343108504402
2019-12-26,88.4,5072875,88.92,88.96,87.9965,3010.673913043478,613.1521739130435,2.3,33033.69565217391,28088.565217391304,613.1521739130435,-713.8695652173913,-1701.04347826087,64.0381167920439
2019-12-27,88.8,5809692,88.9,88.95,88.09,2958.228260869565,595.2934782608695,2.3,33020.913043478264,28081.804347826088,595.2934782608695,-713.3913043478261,-1764.869565217392,63.965459645543824
2019-12-30,88.43,6545516,88.71,88.78,87.31,2800.891304347826,541.7173913043478,2.3,32982.565217391304,28061.521739130436,541.7173913043478,-711.9565217391304,-1956.347826086957,63.74748820604363
2019-12-31,88.23,5173531,87.99,88.77,87.88,2748.445652173913,523.8586956521738,2.3,32969.782608695656,28054.760869565216,523.8586956521738,-711.4782608695652,-2020.173913043479,63.674831059543564
2020-01-02,88.69,8416991,89.05,89.81,88.08,2698.945054945055,510.6043956043956,2.303225806451613,32958.692307692305,28054.043956043955,510.6043956043956,-710.989010989011,-2069.120879120879,63.324797335203385
2020-01-03,87.02,8340945,87.26,87.64,86.44,2701.8901098901097,515.2087912087912,2.3064516129032255,32960.38461538462,28060.08791208791,515.2087912087912,-710.978021978022,-2054.2417582417584,63.04742075736328
2020-01-06,86.51,8383247,85.91,86.55,85.54,2710.7252747252746,529.021978021978,2.3161290322580643,32965.46153846154,28078.21978021978,529.021978021978,-710.945054945055,-2009.6043956043957,62.21529102384294
2020-01-07,88.97,8477788,87.04,89.49,86.91,2713.6703296703295,533.6263736263736,2.3193548387096774,32967.153846153844,28084.263736263736,533.6263736263736,-710.934065934066,-1994.7252747252746,61.93791444600282
2020-01-08,88.71,7621947,88.9,89.47,87.92,2716.6153846153848,538.2307692307693,2.32258064516129,32968.846153846156,28090.30769230769,538.2307692307693,-710.9230769230769,-1979.8461538461538,61.66053786816271
2020-01-09,89.91,9182018,89.66,90.72,88.83,2719.5604395604396,542.8351648351648,2.325806451612903,32970.53846153846,28096.351648351647,542.8351648351648,-710.9120879120879,-1964.967032967033,61.3831612903226
2020-01-10,90.26,9670161,90.51,92.39,89.87,2722.5054945054944,547.4395604395604,2.329032258064516,32972.230769230766,28102.395604395606,547.4395604395604,-710.9010989010989,-1950.0879120879122,61.10578471248249
2020-01-13,90.97,10372100,91.05,92.73,90.5485,2731.3406593406594,561.2527472527472,2.3387096774193545,32977.307692307695,28120.527472527472,561.2527472527472,-710.8681318681319,-1905.4505494505495,60.27365497896215
2020-01-14,90.56,7801839,91.13,91.61,90.29,2734.285714285714,565.8571428571429,2.3419354838709676,32979.0,28126.571428571428,565.8571428571429,-710.8571428571429,-1890.5714285714284,59.996278401122034
2020-01-15,89.67,7259093,90.75,91.18,89.25,2737.230769230769,570.4615384615385,2.3451612903225807,32980.692307692305,28132.615384615383,570.4615384615385,-710.8461538461538,-1875.6923076923076,59.718901823281925
2020-01-16,91.79,9295519,90.22,92.229,89.82,2740.1758241758243,575.065934065934,2.3483870967741933,32982.38461538462,28138.659340659342,575.065934065934,-710.8351648351648,-1860.8131868131868,59.44152524544181
2020-01-17,95.91,23694370,93.0,96.17,92.95,2743.120879120879,579.6703296703297,2.3516129032258064,32984.07692307692,28144.703296703297,579.6703296703297,-710.8241758241758,-1845.934065934066,59.164148667601694
2020-01-21,94.54,10868540,95.33,95.7199,93.4229,2754.901098901099,598.0879120879121,2.364516129032258,32990.846153846156,28168.879120879123,598.0879120879121,-710.7802197802198,-1786.4175824175825,58.054642356241246
2020-01-22,92.97,8342302,95.26,95.39,92.71,2757.846153846154,602.6923076923076,2.367741935483871,32992.53846153846,28174.923076923078,602.6923076923076,-710.7692307692307,-1771.5384615384614,57.77726577840113
2020-01-23,92.0,11282020,92.85,92.95,91.46,2760.7912087912086,607.2967032967033,2.370967741935484,32994.230769230766,28180.967032967033,607.2967032967033,-710.7582417582418,-1756.6593406593406,57.49988920056102
2020-01-24,89.65,9471659,92.68,93.25,88.83,2763.736263736264,611.9010989010989,2.3741935483870966,32995.92307692308,28187.01098901099,611.9010989010989,-710.7472527472528,-1741.7802197802198,57.222512622720906
2020-01-27,87.05,9240203,87.304,88.22,86.45,2772.5714285714284,625.7142857142857,2.3838709677419354,33001.0,28205.14285714286,625.7142857142857,-710.7142857142857,-1697.142857142857,56.390382889200566
2020-01-28,89.15,9186993,88.15,89.54,87.3861,2775.5164835164837,630.3186813186813,2.3870967741935485,33002.692307692305,28211.186813186814,630.3186813186813,-710.7032967032967,-1682.2637362637363,56.11300631136045
2020-01-29,88.23,8167966,88.66,89.02,87.35,2778.4615384615386,634.9230769230769,2.390322580645161,33004.38461538462,28217.23076923077,634.9230769230769,-710.6923076923077,-1667.3846153846152,55.83562973352034
2020-01-30,87.78,8379356,87.31,87.86,86.19,2781.4065934065934,639.5274725274726,2.393548387096774,33006.07692307692,28223.274725274725,639.5274725274726,-710.6813186813187,-1652.5054945054944,55.55825315568023
2020-01-31,85.31,9503569,87.05,87.1677,85.04,2784.3516483516482,644.1318681318681,2.396774193548387,33007.769230769234,28229.31868131868,644.1318681318681,-710.6703296703297,-1637.6263736263736,55.28087657784012
2020-02-03,86.48,7794550,85.55,86.58,85.16,2793.186813186813,657.945054945055,2.3793103448275863,33012.846153846156,28247.45054945055,657.945054945055,-710.6373626373627,-1592.989010989011,53.484763322884014
2020-02-04,88.93,9236376,88.25,88.95,87.37,2796.131868131868,662.5494505494505,2.3689655172413793,33014.53846153846,28253.494505494506,662.5494505494505,-710.6263736263736,-1578.10989010989,52.72539498432602
2020-02-05,90.91,14220870,90.99,91.14,89.27,2799.076923076923,667.1538461538462,2.3586206896551722,33016.230769230766,28259.53846153846,667.1538461538462,-710.6153846153846,-1563.230769230769,51.96602664576803
2020-02-06,90.61,21059030,88.06,90.775,86.19,2802.021978021978,671.7582417582418,2.3482758620689657,33017.92307692308,28265.582417582416,671.7582417582418,-710.6043956043956,-1548.3516483516482,51.206658307210034
2020-02-07,87.42,10725090,89.62,90.03,87.38,2804.967032967033,676.3626373626373,2.3379310344827586,33019.61538461538,28271.62637362637,676.3626373626373,-710.5934065934066,-1533.4725274725274,50.44728996865204
2020-02-10,88.6,7481257,86.78,88.635,86.5,2813.802197802198,690.1758241758241,2.306896551724138,33024.692307692305,28289.75824175824,690.1758241758241,-710.5604395604396,-1488.835164835165,48.169184952978064
2020-02-11,90.0,9452795,89.37,91.47,88.9,2816.747252747253,694.7802197802198,2.296551724137931,33026.38461538462,28295.802197802197,694.7802197802198,-710.5494505494505,-1473.956043956044,47.409816614420066
2020-02-12,91.72,9824153,91.65,92.44,91.29,2819.6923076923076,699.3846153846154,2.286206896551724,33028.07692307692,28301.846153846152,699.3846153846154,-710.5384615384615,-1459.076923076923,46.650448275862075
2020-02-13,90.03,8428261,91.03,91.3799,89.7772,2822.6373626373625,703.9890109890109,2.2758620689655173,33029.769230769234,28307.89010989011,703.9890109890109,-710.5274725274726,-1444.197802197802,45.891079937304085
2020-02-14,89.6,6256463,90.55,90.8,88.79,2825.5824175824177,708.5934065934066,2.2655172413793103,33031.46153846154,28313.934065934067,708.5934065934066,-710.5164835164835,-1429.3186813186812,45.131711598746094
2020-02-18,88.03,7251738,87.83,89.0,87.525,2837.3626373626375,727.010989010989,2.2241379310344827,33038.230769230766,28338.10989010989,727.010989010989,-710.4725274725274,-1369.8021978021977,42.094238244514116
2020-02-19,90.56,7820938,88.92,90.62,88.65,2840.3076923076924,731.6153846153845,2.213793103448276,33039.92307692308,28344.153846153848,731.6153846153845,-710.4615384615385,-1354.923076923077,41.334869905956126
2020-02-20,89.47,9754899,90.81,91.88,88.68,2843.252747252747,736.2197802197802,2.203448275862069,33041.61538461538,28350.197802197803,736.2197802197802,-710.4505494505495,-1340.0439560439559,40.575501567398135
2020-02-21,87.03,12260940,88.56,89.03,86.33,2846.197802197802,740.8241758241758,2.193103448275862,33043.307692307695,28356.24175824176,740.8241758241758,-710.4395604395604,-1325.164835164835,39.81613322884014
2020-02-24,83.32,12158500,83.9,84.83,82.71,2855.032967032967,754.6373626373627,2.1620689655172414,33048.38461538462,28374.37362637363,754.6373626373627,-710.4065934065934,-1280.5274725274726,37.53802821316616
2020-02-25,80.22,14724970,83.94,84.4,79.64,2857.978021978022,759.2417582417582,2.1517241379310343,33050.07692307692,28380.417582417584,759.2417582417582,-710.3956043956044,-1265.6483516483518,36.77865987460817
2020-02-26,79.66,13137750,81.0,82.03,79.09,2860.923076923077,763.8461538461538,2.1413793103448278,33051.769230769234,28386.46153846154,763.8461538461538,-710.3846153846154,-1250.7692307692307,36.019291536050176
2020-02-27,75.94,17898300,77.13,78.19,75.33,2863.868131868132,768.4505494505495,2.1310344827586207,33053.46153846154,28392.505494505494,768.4505494505495,-710.3736263736264,-1235.89010989011,35.25992319749218
2020-02-28,78.3,20905480,73.76,79.81,73.34,2866.813186813187,773.054945054945,2.1206896551724137,33055.153846153844,28398.54945054945,773.054945054945,-710.3626373626373,-1221.0109890109889,34.50055485893418
2020-03-02,80.56,15043360,79.015,80.71,77.13,2875.6483516483518,786.8681318681319,2.07741935483871,33060.230769230766,28416.68131868132,786.8681318681319,-710.3296703296703,-1176.3736263736264,32.67070381231673
2020-03-03,78.56,16356240,80.82,82.65,77.83,2878.5934065934066,791.4725274725274,2.054838709677419,33061.92307692308,28422.725274725275,791.4725274725274,-710.3186813186813,-1161.4945054945056,32.35958944281526
2020-03-04,81.8,9894894,79.12,81.91,78.05,2881.5384615384614,796.0769230769231,2.032258064516129,33063.61538461538,28428.76923076923,796.0769230769231,-710.3076923076923,-1146.6153846153848,32.048475073313796
2020-03-05,79.17,9396192,79.46,81.37,78.7,2884.4835164835167,800.6813186813187,2.009677419354839,33065.307692307695,28434.813186813186,800.6813186813187,-710.2967032967033,-1131.7362637362637,31.737360703812328
2020-03-06,77.47,11536520,76.33,78.08,75.83,2887.4285714285716,805.2857142857142,1.9870967741935484,33067.0,28440.85714285714,805.2857142857142,-710.2857142857143,-1116.8571428571427,31.42624633431086
2020-03-09,72.64,13898510,72.4,76.1,71.83,2896.263736263736,819.098901098901,1.9193548387096775,33072.07692307692,28458.98901098901,819.098901098901,-710.2527472527472,-1072.2197802197802,30.492903225806458
2020-03-10,78.89,13615620,74.8,79.04,74.16,2899.2087912087914,823.7032967032967,1.896774193548387,33073.769230769234,28465.032967032967,823.7032967032967,-710.2417582417582,-1057.3406593406594,30.18178885630499
2020-03-11,74.62,13385130,76.29,77.79,73.72,2902.153846153846,828.3076923076923,1.8741935483870968,33075.46153846154,28471.076923076922,828.3076923076923,-710.2307692307693,-1042.4615384615383,29.870674486803523
